角色代号,中文角色名,语音文件名/句ID,台词文本
rok,马庭芦花,rok521_144,まー坊が余計なことを言うからでしょ！あ、アタシがどれだけ勇気を振り絞ったと思っているのかっ！
rok,马庭芦花,rok521_145,……むぅぅぅ……
rok,马庭芦花,rok521_146,まー坊……なんか余裕だね。も、もしかして……まー坊ってば、そういう経験……あるの？
rok,马庭芦花,rok521_147,そっか……よかった……
rok,马庭芦花,rok521_148,童貞厨とかっ、そんな童貞信仰は持ち合わせてない！
rok,马庭芦花,rok521_149,持ち合わせてるわけじゃないけど……そういう人がいたときに、比較されるのは嫌だなぁって
rok,马庭芦花,rok521_150,それにさ、アタシの方が年上なのに……そういう事をリードされるのも、ちょっと微妙かなって
rok,马庭芦花,rok521_151,ここはやっぱり年上として、お姉さんがりりリードしてあげましょう
rok,马庭芦花,rok521_152,うっ、うるさいっ
rok,马庭芦花,rok521_153,好きな相手に緊張すらしてもらえないって言うのは……結構ショックなんだけど？
rok,马庭芦花,rok521_154,本当だ……ドキドキしてる。あと……思ってたよりも筋肉があるんだね
rok,马庭芦花,rok521_155,服の上からじゃ……本当に、わからないものだね
rok,马庭芦花,rok521_156,ッッ……
rok,马庭芦花,rok521_157,きょ、興味……あるかも……まー坊の、か、か、身体に……
rok,马庭芦花,rok521_158,何言ってるの、まー坊。そういうのは……いちいち確認しないでいいの
rok,马庭芦花,rok521_160,だ、だってっ！　き、緊張しちゃうんだもん！　仕方ないでしょ、はぁ、はぁ
rok,马庭芦花,rok521_162,んんっ！？　んっ、んっ……んっ……ちゅ……
rok,马庭芦花,rok521_163,ん……ん………………
rok,马庭芦花,rok521_165,はきゅぅ……ッッ
rok,马庭芦花,rok521_167,よくわかんないけど……なんか、頭が沸騰したみたいになっちゃって……
rok,马庭芦花,rok521_168,でも、もう平気。大丈夫だから
rok,马庭芦花,rok521_169,……んっ……
rok,马庭芦花,rok521_170,あのっ、あのっ……続けるのはいいんだけど……電気は、消しても……いいかな？
rok,马庭芦花,rok521_171,あ、あんまりじっと見ないでよ……
rok,马庭芦花,rok521_172,。。。ッッ！！
rok,马庭芦花,rok521_173,アタシの事、辱めて……楽しんでない？
rok,马庭芦花,rok521_174,……ぅぅ……自分で言い出したこととはいえ、ここまで恥ずかしいとは……
rok,马庭芦花,rok521_176,はぁ……はぁ……はぁ、はぁ、はぁ、はぁ……
rok,马庭芦花,rok521_177,。。。。ッッ
rok,马庭芦花,rok521_178,で、でも、でも……
rok,马庭芦花,rok521_179,っ……ぅぅぅぅぅ……っ
rok,马庭芦花,rok521_181,こ……興奮、する？
rok,马庭芦花,rok521_182,そ、その前にまー坊も……ちゃんと脱いで……欲しい
rok,马庭芦花,rok521_183,まー坊……
rok,马庭芦花,rok521_184,――ひッ！？なななななんで全部脱いじゃってるの！？
rok,马庭芦花,rok521_186,……お、男の人の……ま、真っ裸……はぁ、はぁ、はぁ……はぁ、はぁ、はぁ……
rok,马庭芦花,rok521_187,まー坊ってば……またそうやってアタシを辱める……
rok,马庭芦花,rok521_189,おっきいのは……嫌かな？
rok,马庭芦花,rok521_190,そ、そっか、よかった……
rok,马庭芦花,rok521_191,まー坊の身体……思ったよりも筋肉質だ。こうして見ると、男の子じゃなくって男の人っていう身体……
rok,马庭芦花,rok521_192,本当に、おっきくなったんだね……
rok,马庭芦花,rok521_193,そっ、そういう意味じゃないっ！意味じゃない、けど……そっちも、おっきい……
rok,马庭芦花,rok521_195,う、うん……いや待った！
rok,马庭芦花,rok521_196,そうじゃなくてね、あの、あの……お姉さんが、してあげる
rok,马庭芦花,rok521_197,まー坊も初めてで、よくわからないんでしょう？だから今日は、年上としてリードしたげる
rok,马庭芦花,rok521_198,だから、ベッドの上に横になって
rok,马庭芦花,rok522_001,よろしくお願いします
rok,马庭芦花,rok522_002,ど……どうですか？
rok,马庭芦花,rok522_003,そうなの。口当たりも爽やかでしょう？
rok,马庭芦花,rok522_004,ううん。あとはスイカとかも考えてる。数もある程度絞って、店内でしか食べられない限定商品にするつもり
rok,马庭芦花,rok522_005,持ち帰りや限定をしない商品としては、珈琲と抹茶のグラニテを作る
rok,马庭芦花,rok522_006,っていうので……どうかな？
rok,马庭芦花,rok522_007,ほ、本当に？いいの？
rok,马庭芦花,rok522_008,それで……味の方は、どうかな？
rok,马庭芦花,rok522_009,味の細かい調整は？
rok,马庭芦花,rok522_010,え？
rok,马庭芦花,rok522_011,わ、わかった……って、もしかしてそれ、アタシがやるの？
rok,马庭芦花,rok522_013,うんっ！
rok,马庭芦花,rok522_014,。。。
rok,马庭芦花,rok522_015,抹茶パフェ２つ、お願いします
rok,马庭芦花,rok522_016,。。。
rok,马庭芦花,rok522_018,……まー坊？　何を笑ってるの？
rok,马庭芦花,rok522_019,ふふふ、ありがとう。これも全部、まー坊のおかげだよ
rok,马庭芦花,rok522_020,んー……そうかもしれないけど……そうでもないかも
rok,马庭芦花,rok522_021,もちろん嬉しいよ。でも……これ以上ないぐらい、っていうのは違うかも
rok,马庭芦花,rok522_022,他にも嬉しいことは……ちゃんとあるよ
rok,马庭芦花,rok522_023,おやまあ、それを訊いちゃいますか？ホント、ニブチンだねぇ、まー坊は
rok,马庭芦花,rok522_024,ほら、こっちおいで。三味線、教えたげるから
rok,马庭芦花,rok522_025,お父さんに認めてもらえるのは嬉しい。でもね、まー坊
rok,马庭芦花,rok522_026,好きな相手と恋人になれて、こうして密着していられるのは……とっても幸せなことだよ
rok,马庭芦花,rok522_027,まー坊、大好き……ふふ
rok,马庭芦花,rok522_028,ここのところ忙しくてゴメンね、寂しかった？
rok,马庭芦花,rok522_029,……ありがとう……
rok,马庭芦花,rok522_030,当ててるんだよ……わかってるくせに
rok,马庭芦花,rok522_031,我慢してたのは……まー坊だけじゃない、ってこと
rok,马庭芦花,rok522_032,アタシだって寂しかったんだよ……でもね、これ以上甘えちゃうとそのまま流されちゃいそうだったから、ずっと我慢して
rok,马庭芦花,rok522_033,今日ぐらいはいいでしょう？認めてもらえて、嬉しかったんだから……
rok,马庭芦花,rok522_034,我慢するだけじゃなくて、たまにはご褒美というか……リフレッシュは大事だよ。これからのやる気にも繋がるしね
rok,马庭芦花,rok522_035,まー坊だってそうでしょう？今までのお詫び、して欲しいと思わない？
rok,马庭芦花,rok522_036,……リフレッシュ、しちゃおっか？
rok,马庭芦花,rok522_037,大丈夫。もう誰も入ってきたりしないから
rok,马庭芦花,rok522_038,ねえ……今日は、どんなふうにしたい？
rok,马庭芦花,rok522_039,ふふ、正直でよろしい……
rok,马庭芦花,rok522_170,はぁ……もう死んじゃうかと思った……
rok,马庭芦花,rok522_171,まー坊、激し過ぎ……本当、今度からはもうちょっと加減してよ？
rok,马庭芦花,rok522_172,え？そりゃあるでしょう
rok,马庭芦花,rok522_173,やり過ぎなのは間違いない。でも……それで嫌いになるなんてことはないよ、絶対に
rok,马庭芦花,rok522_174,だって、今日また新しい発見をしたんだから
rok,马庭芦花,rok522_175,あれがきっと絶頂……イくってことだよ
rok,马庭芦花,rok522_176,身体が痺れて大変なんだけど……すっごく幸せなんだよ、アレ。だから……また、イかせて欲しい
rok,马庭芦花,rok522_177,その分、アタシも頑張る。なんかねー……ちょっとコツがつかめてきたかも
rok,马庭芦花,rok522_178,ねえ、まー坊。今度、一緒にお出かけしない？
rok,马庭芦花,rok522_179,果物を探しにね
rok,马庭芦花,rok522_180,うん。まー坊の意見を聞かせて欲しいの
rok,马庭芦花,rok522_181,いいのいいの。お客さんだって、専門家じゃないんだから
rok,马庭芦花,rok522_182,そういう意見の方が重要ってこともあるの。それにね……まー坊はアタシにとって、幸運の神様みたいなものだから
rok,马庭芦花,rok522_183,アタシはずっと悩んでた。でもまー坊と出会えてから、急に世界が開けたみたいになったの
rok,马庭芦花,rok522_184,まー坊がいてくれたら、何でも上手くいくとは思ってないよ
rok,马庭芦花,rok522_185,でもね、まー坊が側にいてくれたら……アタシ、頑張れるんだよね。身体に活力がみなぎる感じ
rok,马庭芦花,rok522_186,側で支えてくれるのが、重要なんだよ
rok,马庭芦花,rok522_187,アタシも……まー坊の笑う顔が好きだから。まー坊がね、一緒に喜んでくれるから、頑張れるんだよ
rok,马庭芦花,rok522_188,好きだよ……大好き。愛してる
rok,马庭芦花,rok522_189,え？お店は基本的には無休だけど……お正月とかなら？
rok,马庭芦花,rok522_190,なに？何か用事でもある？
rok,马庭芦花,rok522_191,……あっ……もう、まー坊ってば、アタシを喜ばせるの、上手過ぎだよ
rok,马庭芦花,rok522_192,なんだとぉ！？そういうところばっかりナマイキに育っちゃって！
rok,马庭芦花,rok522_193,でも好きだよ
rok,马庭芦花,rok522_194,うんっ！２人で一緒にね
ruj,ruj,ruj502_001,ああ、ありがとうねぇ
ruj,ruj,ruj502_002,じゃあ、頼める？
sgs,sgs,sgs507_001,ん？どうしたかね？
sgs,sgs,sgs507_002,ワシにかね？
sgs,sgs,sgs507_003,知恵と言われてもなぁ……ワシなんて、ずっと厨房にこもっていたから料理の事しか……
snb,snb,snb425_001,それが……御子が母の胎から出たがらぬのでございます
sof,sof,sof414_001,なにを言っているんだい、レナ？
sof,sof,sof414_002,お前がこの旅館がいいと自慢するから、どうしても一度来てみたくなったんだ
sof,sof,sof414_003,前から、そう思ってたんだろう？
sof,sof,sof414_004,本当に寂しくないのかい、レナ？
sof,sof,sof414_005,なに、レナは優しい子だから、我慢することに慣れてしまっただけじゃないかと心配になったんだよ
sof,sof,sof414_007,でも、せっかく家族が揃ったんだ。ちょっとくらい食べたっていいじゃないか
sof,sof,sof414_008,ほら、見せてご覧、レナ？お前の好きな料理を選んでいいんだから
sof,sof,sof414_009,トロルだと？そんなもの、どうだっていいじゃないか！
sof,sof,sof414_010,レェェェェナァァァァァッ！！？
srk,srk,srk014_001,グルルルルル……
srk,srk,srk014_002,ガアアアア！！
srk,srk,srk014_003,グガアアアアアアアアア！？
srk,srk,srk014_004,ッ！
srk,srk,srk014_005,ガウッ！
srk,srk,srk014_006,ガアアアアアアアアアアア！？
srk,srk,srk209_024,ガァァァァッッ！！！
srk,srk,srk209_025,グルルル……
srk,srk,srk209_062,グルル……ッ
srk,srk,srk414_002,そうは申されましても、姉君
srk,srk,srk414_004,貴様、姉君ではないな
srk,srk,srk414_005,グガアアアアアアアアア！？
srk,srk,srk414_006,グオオオオオオオオッ
srk,srk,srk414_007,ォオオオオオオ。……
srk,srk,srk421_001,またお小言ですか？
srk,srk,srk421_002,そうは申されましても、姉君
srk,srk,srk421_003,同じ穂織の山より生じたとはいえ、姉君は玉石より、私は獣より生じた神でありますれば
srk,srk,srk421_004,なりますとも
srk,srk,srk421_005,姉君は人より愛でられる存在なれば、人に寛容なるも必然でしょう
srk,srk,srk421_006,しかしながら、獣は人に狩られる存在
srk,srk,srk421_007,先日も複数の人間が、野犬に的をかけ、馬に乗って追い回しながら弓矢で射るのを見ますれば
srk,srk,srk421_008,ご存じであるなら、私の憤激も察していただきたい
srk,srk,srk421_009,それにいつまでも私を幼名でお呼びになるのも、おやめくださいませ
srk,srk,srk421_010,わかりましたっ、わかりましたから！もうお小言はおやめくださいませっ
srk,srk,srk421_011,もしや、ご機嫌が悪いのはそれが原因で……
srk,srk,srk421_012,……なッ！？
srk,srk,srk421_013,わかりましたよ、姉君……
srk,srk,srk421_014,私は、姉君には敵いませんから
srk,srk,srk423_001,姉君、なんと愚かなことを
srk,srk,srk423_002,たまたまでございます
srk,srk,srk423_003,しかし貴き媛神が、人間に真名を教えるなど聞いたことがございません
srk,srk,srk423_004,姉君……きっと、人間には想像もつかないはずです
srk,srk,srk423_005,あの刀がご自身の身を削ってまで作った物だとは、人間には想像もできないはずなのです
srk,srk,srk423_006,ではどうして？
srk,srk,srk423_007,やれやれ、いくら姉君が人間びいきでもやり過ぎというものでしょうな
srk,srk,srk423_009,ええ、姉君の刀を持っていたのですから、当然のことでしょうが
srk,srk,srk423_010,なんでも、見事、敵の大将格の首級を上げる大手柄とかで……
srk,srk,srk423_011,……そういった匂いはしませんでしたが
srk,srk,srk423_012,やはり、そうだったのか
srk,srk,srk423_013,姉君は……人間に、恋をなさっておいでなのだ
srk,srk,srk424_001,姉君……
srk,srk,srk425_001,それでは、あまりに無欲というものです
srk,srk,srk425_002,左様でございますか……
srk,srk,srk425_003,二日経っても産まれて来ぬとは、これは助かりますまい
srk,srk,srk425_004,おそらく御子は、魑魅魍魎の類に魂を引かれておるのでしょう
srk,srk,srk425_005,なッ、姉君！？冗談はやめてくださいっ
srk,srk,srk425_006,未だ生を授からぬ子は、黄泉の国に棲まう神の持ち物なのです！
srk,srk,srk425_007,しかも死の神は我らよりも高位であり、もし手を出せば罰を受けるのは姉君の方なのですよ！？
srk,srk,srk425_008,姉君……な、なりません！それだけは、本当になりませんっ
srk,srk,srk425_009,神である我々が、神々の理を侵せば、もう……
srk,srk,srk425_010,やめてください……人間など、人間などどうなってもよいではありませんか！
srk,srk,srk425_011,しかも、あの男は姉君を裏切ったのですッ
srk,srk,srk425_012,なのに姉君が……姉君がそこまでするなど、私はっ！私にはもう、理解できません……
srk,srk,srk425_013,おいたわしや、姉君……
srk,srk,srk425_014,しかし、たとえ姿が変わり、力を失ったとて、姉君は私の姉君であられる
srk,srk,srk425_015,姉君ができなくなってしまったことも、私が名代として遂行いたしましょう
srk,srk,srk425_016,貴女が救った者の血脈を守る、守護者となるのです
srk,srk,srk425_017,さすればいずれ……そこから、貴女の生まれ変わりとなるような者が現れることも考えられますからな
srk,srk,srk427_001,グガアアアアアアアアア！？
srk,srk,srk427_011,グルルルルルルッ
srk,srk,srk427_012,グォオオオオオオオッ！！！
srk,srk,srk427_013,去るがよい、人の子よ
srk,srk,srk427_014,確かに姉君の身体は戻った、そのことには感謝しよう
srk,srk,srk427_015,だが私はもう、守るのも、呪うのも疲れたのだ
srk,srk,srk427_016,姉君の身体は戻った、だがきっともう魂が戻ることはない
srk,srk,srk427_017,だから、身代わりが欲しくなったのだ
srk,srk,srk427_018,憑代の記憶を見せ、姉君の役を演じさせることで、この娘に姉君の記憶を擦り込んできた
srk,srk,srk427_019,せめて、無謬を慰める人形とするためにな
srk,srk,srk427_020,多少不足だが、我慢してやろうというのだ
srk,srk,srk427_021,そしてこの娘を伴連れにマヨイガへ渡り、そこで静かに疲れを癒すとしよう
srk,srk,srk427_022,黙れ、人間！姉君の代わりなどいない、それがどうした？
srk,srk,srk427_023,この娘が死ぬか、飽きるかすれば、また新たな生け贄を求めればよいのだ
srk,srk,srk427_024,それこそ、古代より続く人と神の関係というものだろう
srk,srk,srk427_025,抗うなら、相手をしてやろう
srk,srk,srk427_026,いいや、浅かったか？
srk,srk,srk427_027,ほう、人にしては気構えができているようだ
srk,srk,srk427_028,さては名のある侍の末裔か
srk,srk,srk427_029,ならば名もなき人の子よ、我の前から消えよ
srk,srk,srk427_030,ハハハハッ、どこまで避けきれるか試してやろう
srk,srk,srk427_031,……なに？
srk,srk,srk427_032,！！
srk,srk,srk427_033,貴様？人の分際で私に手加減をするつもりか
srk,srk,srk427_034,黙れ！もう人など守ってたまるかッ！！
srk,srk,srk427_035,！！
srk,srk,srk427_036,黙れ！黙れっ、そのようなことはない！！
srk,srk,srk427_037,ハハハハハハッ！少し本気を出しただけで、それか？
srk,srk,srk427_038,やはり本気を出すまでもないっ
srk,srk,srk427_040,何を企んでいるか知らぬが、終わりだ
srk,srk,srk427_041,救いたいか？ならば選べ
srk,srk,srk427_042,料理を口にせよ
srk,srk,srk427_043,今さら抜いてどうなる？
srk,srk,srk427_044,は……ハハハッ、それでいいのだ！
srk,srk,srk427_045,これでお前はマヨイガの住人となった、人の世には二度と戻れぬッ
srk,srk,srk427_046,な、なに……？
srk,srk,srk427_047,グッ、これは！？
srk,srk,srk427_048,き……貴様、まさか！
srk,srk,srk427_050,だ……黙れ、私は……私は、姉君の身代わりとして、お前を……
srk,srk,srk427_051,違う！それでも……それでも、私は……
srk,srk,srk427_052,だからなんだという！私は姉君とは違う、人が憎いっ、人が憎いのだ！
srk,srk,srk427_053,……。ッ！？
srk,srk,srk427_054,や……やめろっ
srk,srk,srk427_055,綺麗事だ！わ……私が、私がどれだけ長く、どれだけ多くの者を呪ってきたと思うのだ！？
srk,srk,srk427_056,どれだけたくさんの者を死へ追いやっても、私はなにも感じなかった……
srk,srk,srk427_057,憎しみは去らなかった……私は、私はただの祟り神なのだ……誰ももう、私を止められる者などいない！
srk,srk,srk427_058,この姿であっても、貴様ら人間を屠るなど造作もないことだぞッ
srk,srk,srk427_059,ほう、ようやくやる気になったか
srk,srk,srk427_060,なに？なんのつもりだ？
srk,srk,srk427_061,なッ……なッ、もしや？
srk,srk,srk427_062,や……やめろっ、やめろやめろ！
srk,srk,srk427_063,嫌だ……それでも、嫌だ……許したくないッ、許したくない
srk,srk,srk427_064,許してはいけない……私はッ、終わりになど、してはいけないのだ！
srk,srk,srk427_065,許しなどすれば……どうせ人はすぐにまた忘れてしまう！
srk,srk,srk427_066,なぜ恨まれるのか、なぜ呪われるのか、考えることさえなくなってしまうのだっ
srk,srk,srk427_067,姉君から受けた恩を、誰が覚えていてくれたという！？
srk,srk,srk427_068,それでは、こうしなくては……本当にもう、消えてなくなってしまうから……
srk,srk,srk427_069,……祭りが、生まれ変わる？
srk,srk,srk427_070,感謝の、祭り……姉君のために？
srk,srk,srk427_071,自由、だと？
srk,srk,srk427_072,……っ
tdo,tdo,tdo007_001,じゃあ、普通に言い間違えか
tdo,tdo,tdo007_002,けど、まさか留学生が働く時代が来るとはなぁ……
tdo,tdo,tdo007_003,正直に言っちまえよ。従兄相手に取り繕う必要もないだろ。みんな知ってる話なんだから
tdo,tdo,tdo007_004,あんまり話はしてなかったしな
tdo,tdo,tdo007_005,俺は田宮忠興
tdo,tdo,tdo007_006,よろしくなー
tdo,tdo,tdo007_007,昔、クラスの女子と付き合ってたんだ。けど少ししたら、すぐに別れることになったわけ
tdo,tdo,tdo007_008,つまり、同じクラスの女子な。しかも別れた翌日から
tdo,tdo,tdo007_009,普通そんなことするかね？その２人、今もこの教室で一緒に勉強してるんだぜ？
tdo,tdo,tdo007_010,でも結局、新しい彼女ともすぐに別れてさ
tdo,tdo,tdo007_011,鞍馬の悪口で盛り上がること盛り上がること
tdo,tdo,tdo007_012,っていうかわりと町中？
tdo,tdo,tdo007_013,あ、巫女姫様と言えば……ずっと気になってたんだけど……
tdo,tdo,tdo007_014,有地って、巫女姫様と親しくないか？
tdo,tdo,tdo007_015,巫女姫様の家は由緒正しいんだよ
tdo,tdo,tdo007_016,だからさ、あれぐらいの歳になると婚約者がいるのが普通なんだって。母ちゃんが言ってた
tdo,tdo,tdo007_017,だからもしかして有地が……とか思ったんだけど――
tdo,tdo,tdo007_019,有地が婚約者だなんてないよな。有地じゃ不釣り合いだよなぁー
tdo,tdo,tdo007_021,そうそう
tdo,tdo,tdo007_022,それよりもさ、都会ってやっぱ違うものなのか？
tdo,tdo,tdo007_023,こう……パンツ見えそうなぐらいスカートの短い女子とか！
tdo,tdo,tdo007_024,なんだ、そうなのか……
tdo,tdo,tdo007_025,でも生足が沢山ってのはいいなぁ。ここいらだと、割と隠れてたりするし……私服は特に
tdo,tdo,tdo007_026,あっと、チャイムだ。本当にゴメンな
tdo,tdo,tdo104_001,でもお見合いはもうしないんですよね？
tdo,tdo,tdo104_002,それは有地将臣さんが結婚相手の最有力候補ということですよね？
tdo,tdo,tdo104_003,具体的にはどこまで進んでるんでしょうか？
tdo,tdo,tdo104_004,ああ、いえ、そちらではなくて。いや、そういうことも気になるんですが、それよりも……
tdo,tdo,tdo104_005,それってもしかして……もう言えない、隠すようなことまで――っ！？
tdo,tdo,tdo104_006,女の子に恥をかかせるなー！もしかして童貞かー
tdo,tdo,tdo104_007,あ、じゃあ最後に！
tdo,tdo,tdo104_008,離婚会見はいつやる予定ですか？
tdo,tdo,tdo202_001,うわっ。サイテーだな、お前。引くわー……
tdo,tdo,tdo202_002,マジかよ！？どこだよ！？どの角度！？
tdo,tdo,tdo202_003,あっ、くそっ、謀ったな！？
tdo,tdo,tdo202_004,手癖は悪い癖に、妙に大人ぶってるところがありやがるからな
tdo,tdo,tdo202_005,急にどうした？
tdo,tdo,tdo202_006,おやおや？もしかして好きになったのか？
tdo,tdo,tdo202_007,だなー
tdo,tdo,tdo202_008,お前……意外に気持ち悪いな……
tdo,tdo,tdo202_009,常陸さんって、いつも巫女姫様のお世話をしてるだろ？朝昼晩、平日休日関係なくな
tdo,tdo,tdo202_010,考えてみろ。告白して、もし仮にＯＫしてもらえたとしてもだ、デートしてる暇もなさそうだと思わないか？
tdo,tdo,tdo202_011,常陸家は重臣で、昔の慣例が残ってるんじゃないのか？
tdo,tdo,tdo202_012,あー、あったあった。築城について調べてたわ
tdo,tdo,tdo202_013,え！？田宮って俺ん家！？昔は重臣だったのか……初めて知った……
tdo,tdo,tdo202_014,でも、常陸家って忍びの家系だろ？
tdo,tdo,tdo202_015,簡単に調べられる資料に載ってないだけで、実際には当時から重臣扱いだったんじゃないのか？
tdo,tdo,tdo208_001,おはようさん
tdo,tdo,tdo208_002,意味あり気で、余裕を感じさせるその微笑み……無性に腹が立つんだけど？
tdo,tdo,tdo208_003,とりあえずその微笑みを止めろ。話はそれからだ
tdo,tdo,tdo208_004,いいなー……俺も常陸さんみたいな、可愛い彼女が欲しい……
tdo,tdo,tdo208_005,そ、そうか……やっぱり待ってるだけじゃダメなんだ
tdo,tdo,tdo208_006,俺たちの応援なんて必要ないかもしれないが、頑張れよ。俺たち、応援してるからな
tdo,tdo,tdo208_007,でもムカつくものはムカつくから、いちゃつくならどっか行け。いいな？
tis,tis,tis006_001,あいよ！
tis,tis,tis006_002,へい、にぎりお待ち！
tmt,tmt,tmt427_001,わかっていたことだ……わかっていたことだが、なぜだ？なぜ朝武家ばかりが、このような目にッ
tni,tni,tni417_001,……ッ、かしこまりました
tni,tni,tni501_001,２人なんですが、入れますか？
tni,tni,tni501_002,そっか……じゃあいいです
uts,uts,uts001_001,お客さんってば
uts,uts,uts001_002,そろそろ着きますけど、どこで止めますか？
uts,uts,uts001_003,あー……すみません。アタシはここいらに詳しくないんですよ
uts,uts,uts001_004,ですからね……奥まで行くのは勘弁してもらえませんか？
uts,uts,uts001_005,本当にすみませんね
uts,uts,uts001_006,ありがとうございます
uts,uts,uts001_007,わざわざイヌツキの土地に祭りを見に来るなんて、不心得者が増えたもんだよ、まったく……
yas,yas,yas001_001,初めまして、有地将臣君。僕は朝武安晴、建実神社の神主です
yas,yas,yas001_002,気軽に安晴と呼んでくれていいから。僕も将臣君と呼ばせてもらうよ
yas,yas,yas001_003,いや、むしろ、こちらこそ申し訳ない。将臣君には、これから迷惑をかけてしまうと思うんだ
yas,yas,yas001_004,それなんだけどね、将臣君
yas,yas,yas001_005,芳乃、入って来なさい
yas,yas,yas001_006,いや、僕には見えないよ。入り婿だからね。あくまで直系の者じゃないと――
yas,yas,yas001_007,はぁ……やれやれ
yas,yas,yas001_008,とにかく、これが僕の娘。芳乃だよ
yas,yas,yas001_009,それで、こちらが叢雨丸を抜いた、有地将臣君
yas,yas,yas001_010,でだ、ここからが本題。叢雨丸を抜いてしまった以上、将臣君をこのまま帰すわけにはいかない
yas,yas,yas001_011,それは、芳乃も理解しているね？
yas,yas,yas001_012,将臣君も、責任を取ってくれるんだよね？
yas,yas,yas001_013,理解が得られて嬉しいよ。じゃあ叢雨丸を抜いた責任として――
yas,yas,yas001_014,結婚してもらいたい
yas,yas,yas001_015,僕の娘と
yas,yas,yas001_016,そう
yas,yas,yas001_017,権利と義務については知らないけど……多分、その結婚じゃないかな？
yas,yas,yas001_018,芳乃もついさっき、将臣君をこのまま帰すわけにはいかないことに、理解を示してくれたじゃないか
yas,yas,yas001_019,必要なことだと思うんだよ。特に今の芳乃には
yas,yas,yas001_020,親の心子知らずってやつかな
yas,yas,yas001_021,とにかく将臣君、そういうことでよろしくお願いできるかな？
yas,yas,yas002_001,もちろん今すぐ結婚しろってことじゃないよ
yas,yas,yas002_002,お互いを知り合ってから結論を出してくれて構わない
yas,yas,yas002_003,ただ、そういうことも視野に含めて、しばらく一緒に暮らしてもらえないかな？
yas,yas,yas002_004,“婚約者”もしくは“許嫁”になって欲しいと言った方が正しいのかもしれないね
yas,yas,yas002_005,もしかして将臣君には彼女がいるのかな？
yas,yas,yas002_006,将臣君は早起きだったんだね。申し訳ない、もう少し寝ていると思っていたから
yas,yas,yas002_007,とりあえず、改めて僕から紹介するよ
yas,yas,yas002_008,こちら、叢雨丸を抜いた有地将臣君。昨日からこの家で暮らしてもらっているんだ
yas,yas,yas002_009,こちら、常陸茉子さん。芳乃と同じ年齢の幼馴染でね、昔から仲良くしてもらっているんだ
yas,yas,yas002_010,妻に先立たれて、本来なら僕が何とかすべきなんだろうけど、家事は苦手で。いや、情けない
yas,yas,yas002_011,我が家はもはや、茉子君がいないと成り立たないんだ
yas,yas,yas002_012,茉子君の家は、ずっと朝武家に仕えてくれているんだ。もっとも、本来は家事の手伝いではなく護衛なんだけどね
yas,yas,yas002_013,将臣君には問題がないと思うよ
yas,yas,yas002_014,芳乃が一方的に、認めないと言い張ってるからね
yas,yas,yas002_015,……はぁ……
yas,yas,yas002_016,あの頑固さ、一体誰に似たのやら……
yas,yas,yas003_001,僕もそう思うよ
yas,yas,yas003_002,将臣君にも影響があることは、今回のことでハッキリした
yas,yas,yas003_003,少なくとも、将臣君に関わることぐらいは説明が必要だよ、芳乃
yas,yas,yas003_004,わかったよ、約束しよう
yas,yas,yas003_005,まず始めに。今回のことは事態を甘く見ていた僕たちの油断だ。本当に申し訳ない
yas,yas,yas003_006,それでもせめて忠告ぐらいはしておくべきだった
yas,yas,yas003_007,日が暮れたら、山には絶対に立ち入らないように、と
yas,yas,yas003_008,その前に、将臣君は穂織の土地に伝わる伝承を知ってるかな？
yas,yas,yas003_009,そう。そして妖を退治したのが将臣君が抜いた叢雨丸。アレは本物の特別な刀なんだ。わかるかな？
yas,yas,yas003_010,叢雨丸が本物ということは、妖に関しても本当に存在した、ということだよ
yas,yas,yas003_011,事実と違う部分はあるんだけど……今は、その認識で構わないだろう
yas,yas,yas003_012,とにかく叢雨丸の力で妖に打ち勝った。だけど今際の際に妖は呪詛を残した
yas,yas,yas003_013,そう。僕らはアレを祟り神と呼んでいる
yas,yas,yas003_014,無差別に襲い掛かって来るわけではないんだ
yas,yas,yas003_015,襲われるのは妖に強く憎まれている者が対象となる
yas,yas,yas003_016,芳乃の不可思議な耳は、妖に憎まれている者に対する呪詛の現れだと言われてるんだ
yas,yas,yas003_017,この耳が生えている者は、祟り神に襲われる
yas,yas,yas003_018,朝武の家はね、伝承にある戦に勝利した家の直系なんだよ
yas,yas,yas003_019,おそらくね
yas,yas,yas003_020,いや、流石にそれはないはず。耳は朝武の直系だけだよ
yas,yas,yas003_021,そういうことになるね
yas,yas,yas003_022,その様子だと、ムラサメ様から説明があったのかな？
yas,yas,yas003_023,見えない。僕は入り婿だからね。だから呪詛の影響は受けていない
yas,yas,yas003_024,受けているのは……芳乃だけだ
yas,yas,yas003_025,基本的には、山に入らなければ襲ってこない。それも、夜の間だけだ
yas,yas,yas003_026,昼なら山に入ることもできるよ
yas,yas,yas003_027,だけど、放置して強力になってしまうと、その限りではない
yas,yas,yas003_028,だから祟り神が穢れを溜めこむ前に、代々朝武の姫が穢れを祓っているんだよ
yas,yas,yas003_029,芳乃の神楽舞を見たことはない？
yas,yas,yas003_030,あれは穢れ祓いの儀式なんだよ。舞を奉納することで、土地の穢れを祓っている
yas,yas,yas003_031,でもね、舞の奉納だけでは、全てを祓うことはできないんだ
yas,yas,yas003_032,うん、いってらっしゃい。気を付けて
yas,yas,yas003_033,申し訳ないけど、芳乃のことをよろしく……
yas,yas,yas003_034,本当なら……
