=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len422_013] そうそう、今日はマサオミにお弁当を作ってきたのです！
[len422_014] もちろんです
[len422_015] ……はい、あらかじめ相談してました
[len422_016] 板長だけでなく、みんなにも相談して、日本のお料理
[len422_017] お弁当の作り方も、こっそり勉強してました……いつか、マサオミに食べてもらえるように
[len422_018] ねえ、マサオミ……？
[len422_019] マサオミは、どれくらい……わたしのこと好きですか？
[len422_020] ふふふ、だったらわたしは……太陽系で一番愛してますねっ
[len422_021] わたしは宇宙一愛してますよ！
[len422_022] ふふふ、降参ですか？マサオミ
[len422_023] でしたら、マサオミも宇宙一にしてあげてもいいですよ？
[len422_024] はい、それなら……二人一緒ですね？二人とも宇宙一です！
[len422_025] マサオミのこと……宇宙一愛してますよ
[len422_026] お、大旦那さん！？
[len422_027] ……っ
[len422_028] ま……マサオミ？も、もう、それでは余計に怪しいですよ？
[len422_029] マサオミーっ！お弁当の時間ですねっ
[len422_030] はい、今日は……マサオミと一日、デートの気分で過ごす約束なのですよ
[len422_031] ふふふ、レンタロウはマサオミがいないと寂しいのですね？
[len422_032] でも、たとえシンユーでもマサオミは渡しませんよっ
[len422_033] えへへ、せっかくですから、見てもらいましょう？
[len422_034] わたし達が仲良ししてるところ、みんなにも見て欲しいです
[len422_035] ……そういうの、マサオミは嫌でしたか？
[len422_036] では、早速お弁当を広げてですね……
[len422_037] はいっ、みんなに教わった通りのレシピで作りました
[len422_038] えへへ……マサオミのお母さんに敵うかどうかはわかりませんが
[len422_039] 負けないように一生懸命作りました
[len422_040] でも日本のお弁当は、おかずの種類も、見た目も、凝っていますから
[len422_041] なかなかのプレッシャーでしたよ
[len422_042] はい……すべてが初挑戦でしたね
[len422_043] お弁当箱の中で味が混じらないよう、お料理も水分が少なくなるように調整してますよ
[len422_045] はい、では……
[len422_046] あ、あーん
[len422_047] ……どうしました、マサオミ？
[len422_048] 日本の伝統では……お弁当は、女の子があ。んして食べさせるのですよね？
[len422_049] ヘンでありましたか？ですが……
[len422_050] わたしも、周りのみんなに二人の関係を……ちゃんと示したかったのですよ
[len422_051] どうしました、マサオミ？……こういうの、マサオミは嬉しくありませんか？
[len422_052] ぷっ、ふふふ……マサオミは、可愛いですね
[len422_053] ……わたしも、恥ずかしいですよ？
[len422_054] 恥ずかしいですけど、それ以上に嬉しいです
[len422_055] マサオミとだったら……こういうことも、いっぱいしてみたくなります
[len422_056] えへへ、ではマサオミは、なにが食べたいですか？
[len422_057] わおっ！味付けは日本風になりますが、わたしの一番の自信作ですよっ
[len422_058] えへへ……では、マサオミ？
[len422_059] あーん、ですよっ
[len422_060] 美味しいですか、マサオミ？
[len422_061] わおっ、本当ですか？一生懸命作った甲斐がありましたねっ
[len422_062] では、次は……
[len422_063] あっ……マサオミ
[len422_064] え？で、ですが……マサオミを喜ばせたくて作ったお弁当ですから
[len422_065] そ……そんなことはないですよっ！でも、やっぱりちょっと……恥ずかしいですね
[len422_066] ……で、ですが、マサオミにあーんしてもらったりしたら
[len422_067] う、ううっ……あ、あーん
[len422_068] むぅー、恥ずかしすぎて……味がよくわかりません
[len422_069] ……ですが
[len422_070] その分、マサオミの愛を、いっぱい感じてしまいましたよ
[len422_071] ふふふ、マサオミこそ……赤くなって可愛いですよ
[len422_072] どうかしましたか、マサオミ？
[len422_073] ふふっ、だったらですね、マサオミには野菜をたくさん取って欲しいですから……
[len422_074] マサオミー！会いたかったですよっ
[len422_075] ちゅっえへへ、３時間も会えなくて寂しかったですよ？
[len422_076] それで？マサオミは、もう特訓はいいですか？
[len422_077] はい……マサオミとデートしたくて、急いで終わらせたんですよ？
[len422_078] ちゅっ、んぅ……んふふ、それで？これからどうしますか？
[len422_079] あっ……マサオミ、そんな早速だなんて……
[len422_080] いいですけど、わたしの部屋でなくていいのですか？
[len422_081] ……はい、いいですけど？
[len422_083] やりましたねっ、またわたしの得点ですよ？
[len422_084] ふっふっふ、ピンポンはわたしの国にもありましたから
[len422_085] ですが、日本の温泉にはどこでもピンポン台があるそうですが、何故でしょうか？
[len422_086] わおっ、志那都荘にもありますよ？今度、わたしと勝負してみますか？
[len422_087] もちろんですねっ、行きますよ！うりゃっ！？
[len422_088] ……うりゃ！
[len422_089] ほっと！
[len422_090] どうしました、マサオミ！最初のキレがありませんよ？
[len422_092] おおっ、やりますね！　マサオミっ
[len422_093] ですが、無駄なあがきでしたねっ
[len422_094] なんと！今のも拾うとは、わたしも負けられませんねっ
[len422_095] あははは、楽しいですねー、マサオミー
[len422_096] ……マサオミ、お待たせしました
[len422_097] と……隣、座ってもいいですか？
[len422_098] ……はい
[len422_099] えへへ、なんだか……緊張してしまいますね？
[len422_100] はい？
[len422_101] ふふふ、大丈夫ですよ？
[len422_102] マサオミがいれば、ホームシックなんてなりたくてもなれないですから
[len422_103] そう言うマサオミはどうですか？
[len422_104] マサオミこそ、あんまり家族と連絡してるところを見ませんね
[len422_105] ふふふ、自分もしてないのに心配したりして、変なマサオミですね
[len422_106] 日本の言葉で、ブサタはブジの証拠と言いますけどね
[len422_107] ねえ、マサオミ……
[len422_108] ……。。っ
[len422_109] わたし、日本の言葉……いろいろ勉強しました
[len422_110] こういうとき、つ、月がキレイですねって……言えばいいのですよね？
[len422_111] それでも……月が、キレイなのですよ？
[len422_112] ……はい？
[len422_114] マーサーオーミッ、それでは台無しです！
[len422_115] ひょっとして、マサオミの家はクリスチャンの厳しいところなのですか？
[len422_116] 仏教の人も結婚するまで……月はキレイになってはいけない感じでしたか？
[len422_117] むーっ
[len422_118] ……大旦那さんですか？
[len422_119] まさかっ……マサオミは、責任取るほうを選ばないつもりですか！
[len422_120] このウワキモノ！？
[len422_121] ……それが、なんだと言うのですか？
[len422_122] ……二人で一緒に寝て、夢を見るかどうか……試さなくて、いいのですか？
[len422_123] ……なんですか、それは？
[len422_124] だから、なんなのですかそれは！？
[len422_125] マサオミは、わたしが自分の国へ帰ればいいと思ってるんですか！
[len422_127] わたしの安全？　わたしだけ安全なんて、全然ベストじゃないですよっ
[len422_128] トモダチが苦しんでるときに置き去りにして、自分だけ逃げるのがベストのはずありません！！
[len422_129] ヨシノ達の呪いを解いて、わたしも、マサオミも無事、それがベストではないですか？
[len422_130] わたしは最初から、そのつもりでしたよ
[len422_131] マサオミは違うのですか？
[len422_132] だいたい、責任責任って、マサオミの言う責任っていったいなんのことですか？
[len422_133] ２人のことなのに、マサオミにだけ責任があるみたいに思ってるのが、凄く変！とても変ですよっ
[len422_134] それともわたしのこと、一人でなにも決められない子供だと思ってますか！
[len422_135] わたしがどうするかは、わたしが自分の責任で決めることですっ
[len422_136] わたしの気持ちを無視して、わたしに帰れなんて言う権利、誰にもありません！
[len422_137] ひゃっ……あ？ま、マサオミ？
[len422_138] マサオミ……
[len422_139] ……ううん、大切にしてくれようとしてるのは、わかってましたよ？
[len422_140] ですが、大切にされるばっかりでは嫌ですよ
[len422_141] わたしもみんなを……誰より、マサオミを大切にしたいと思っているのですから
[len422_142] マサオミは、おバカさんですね
[len422_143] 星の見つけ方を教えると、約束したではないですか
[len422_144] はい、だから大丈夫ですよ……なにも、心配ありませんから
[len422_145] マサオミ……
[len422_297] 愛してますよ、マサオミ
[len422_298] ……ちゅっ、えへへ知ってますよ
[len423_001] マサオミ？マサオミもいるのですか
[len423_002] どうやら、成功のようですね！
[len423_003] 穂織の山の中だと思いますけど……あ！マサオミ、誰かいますよ
[len423_004] ……あの人、なんだかマサオミに似ていませんか？
[len423_005] わっ！男の人が、マサオミになっちゃいましたよ！？
[len423_006] お、おー、どうやら一度、夢の中で役割が決まってしまうと、毎度同じ人の役を演じる羽目になるみたいですね
[len423_007] わおっ、ひょっとしてこれは、恋物語ではありませんか？
[len423_008] なんですか？
[len423_009] ああ、それはですね。実際には、編み笠に布がついたようなものを被っていてですね
[len423_010] 女神様は髪の毛が見えないようにしています
[len423_011] あわわわっ！な、なにをしてるのですか！？
[len423_012] そ、それが…………え？
[len423_013] 骨は……鉄で、できていましたよ
[len423_014] ……女神様は、自分の骨でこの神刀を作りました
[len423_015] それだけ……男の人を守りたかったのですよ……
[len423_016] ちょっと、マサオミ！？
[len423_017] ……つい昨日も、似たようなやり取りをした気がしますね
[len423_018] まさか、あれはムラサメちゃんの叢雨丸だったのですか？
[len423_019] はい、まさかここからラブロマンスになるとは思いませんでしたね
[len423_020] まさにロマンですねっ
[len423_021] これはさっそく、みんなにも報告しないといけないですね！
[len423_022] おー、ヨシノ達にはまだ内緒にするのですか？
[len423_023] マサオミは、お侍さんの役をやってましたね
[len423_024] 確かにそうですが、マサオミはどう思ってるのですか？
[len423_025] きっと大丈夫ですよっ
[len423_026] マサオミ？お祖父ちゃんのお祖父ちゃんのことを知れたのは欠片の記憶の中でも
[len423_027] わたし達と関係の深い部分だったからですよね？
[len423_028] でしたら、ラブロマンスが見られたのも……わたしとマサオミが、ラブロマンスを演じていたからかもしれませんよ？
[len423_029] だからきっと、そんなに悪いことのはずありません！
[len423_030] 誰かと誰かが愛し合うのは、素晴らしいことなのですからっ
[len423_031] そういうことですねっ
[len423_032] ところで、マサオミ？
[len423_033] それよりも……ようやく１つに結ばれた恋人に、もっと他になにか言うことはないですか？
[len423_034] 今朝も、せっかく２人でぎゅっと抱き合ったまま目覚めましたのに
[len423_035] マサオミったら、夢の話ばっかりで……愛しい恋人に、一言もないなんておかしくありませんか？
[len423_036] はい！これからもよろしくでありますねっ、マサオミ！
[len423_037] ではやはり、叢雨丸は叢雲さんから生まれたものだったのですね！
[len423_038] そうかもしれませんが、ムラサメちゃんはどうするのがいいと思っていますか？
[len423_039] ……ヨシノのお父さん？
[len423_040] 聞かせて、欲しいです
[len423_041] 大丈夫ですよ！なにも心配ありませんっ
[len423_042] 最初から、引くつもりはありません
[len423_043] 友達のためになるなら、多少の危険もどんと来いでありますよ！
[len423_044] そんな大袈裟ですよ、わたしたちも困ってる友達を助けたいだけですので
[len423_045] 穂織の呪いだって、もうわたし達に無関係のことではないですから……ねえ、マサオミ？
[len423_046] ムラサメちゃん
[len423_047] どうしました、マサオミ？
[len423_048] おー茉子、おはようございますね！
[len423_049] えへへ……ひょっとして、気を遣われてしまいましたか？
[len423_050] はーい、マサオミ？あ。んしてくださいね
[len423_051] 難しい顔をしていては、上手くいくことも上手くいきませんからねっ
[len423_052] 考えてもできることがないときは、リラックスしてるのが一番ですよ！
[len423_053] そうですか？で、でしたら、マサオミ
[len423_054] ……デザートも、あ。んして食べてもらっていいですか？
[len423_055] ふふふ、実は隠してあったんです
[len423_056] では、あ。んをしますから……ちょっと、目をつぶってて欲しいですよ
[len423_057] 目をつぶってて欲しいですよ
[len423_058] マサオミ、どうしましたか？どうして、目を閉じてくれないですか？
[len423_059] ちゃんと閉じてますか？なにも、見えてませんね？
[len423_060] では、いきますね？マサオミ、あ。んして欲しいですね
[len423_061] ……ちゅっ
[len423_062] デザートは……どうでしたか？マサオミ
[len423_063] だ……大丈夫ですよ、マサオミ？人間、素直が一番です
[len423_064] わたしは……マサオミがたくさん喜んでくれてるのがわかって、とても嬉しかったですよ？
[len423_065] もう、元気出して欲しいです
[len423_066] ……マサオミのことは、わたしが責任取るつもりですから
[len423_067] マサオミだって、言ってたではないですか？
[len423_068] なにがあっても、わたしが責任をもって……マサオミを幸せにしますよ？
[len423_069] はいっ！わたしもそういうこと言いたかったのです
[len423_070] そうそう、覚えてますか？マサオミに星の見つけ方を教えるって約束したこと
[len423_071] 少し時間が掛かってしまいましたが、もうすぐ、約束守れるはずですよ
[len423_072] そろそろ届くはずですから
[len423_073] マサオミ、どうしました？帰らないですか？
[len423_074] 本当ですか！なにかわかったんですかね？
[len423_075] ……お、おー、そうですか
[len423_076] おー、マサオミ！思ったより早かったですね
[len423_077] はい、お仕事にはまだ間に合う時間ですし、ギリギリまでマサオミを待ってみようと思いまして
[len423_078] そのときはそのときですね
[len423_079] 大人しく帰ればいいだけですから
[len423_080] それに、無駄ではなかったですよ？おかげで、マサオミと一緒に帰れそうですから
[len423_081] ほら、マサオミ？
[len423_082] えへへ、ちょっと急がなくてはいけなくなりましたが
[len423_083] やっぱり、このほうがお仕事頑張れそうな気がします
[len423_084] おー、マサオミ！遅かったではないですかぁ
[len423_085] ちゅっんふふ……もー寂しかったのですからねぇ。？
[len423_086] ……本当ですかぁ？そんなにわたしと会いたかったですか？
[len423_087] えへへ、ならしょうがないですね
[len423_088] 光より速く会いに来てくれて嬉しいです、マサオミ？愛してますよ、ちゅっ
[len423_089] ところで、その箱はなんなのですか、マサオミ？
[len423_090] おー！ついに届きましたかっ
[len423_092] えへへ、お給料貯めて、ようやく買えましたっ
[len423_093] マサオミも、セットアップを手伝ってくれませんか？
[len423_094] こういうのは、難しい日本語がたくさん出てきますから
[len423_095] もちろん頑張れば読めるのですが、わたし一人ではきっと時間が掛かってしまいます
[len423_096] うふふっ、お願いしますね、マサオミ
[len423_097] なにを言ってますか、マサオミ？
[len423_098] 志那都荘は、フリーではないですか
[len423_099] はい！スマートフォンのお客さんも、無料で繋ぎ放題ですねっ
[len423_100] ありがとうございます、マサオミ！今のところは……
[len423_101] おっと、もうこんな時間ですねっ
[len423_102] マサオミ？今日のお昼休みに言ったばかりではないですか
[len423_103] これから、星の見つけ方を教えてあげるのですよ！
[len423_104] わお、もう来ましたか！わたしの家族からですね
[len423_106] まあまあ、マサオミのことは後で紹介しますから、最初はカメラの外にいて欲しいです
[len423_107] Ｍｏｉ！
[len423_108] マサオミ！マサオミ！そろそろ紹介しますから、カメラに入ってきて欲しいですねっ
[len423_109] 普通です
[len423_110] ……んー、電話ではもう話してましたからね
[len423_111] おーマサオミ！お祖父ちゃんが、刀を振るところが見たいと言ってます
[len423_112] いいからいいから、わたしも見たいです！
[len423_113] この振り方で合ってるか、と聞いてますね
[len423_114] あ、ああ、気にしなくていいですよ
[len423_115] ……うううっ、もうお父さんったら恥ずかしいですね
[len423_116] と、とにかく、マサオミは気にしなくていいです
[len423_117] では、マサオミ？そろそろ、星の見つけ方を教えますね
[len423_118] 言葉なんて、必要ありませんよ
[len423_119] マサオミにも、わたしと、わたしの家族と一緒に……ただ、同じ星を見て欲しいのです
[len423_120] たぶん、去年お祖父ちゃんが撮ってくれたものですね
[len423_121] わたしの村の、お祖父ちゃんの牧場で撮りました
[len423_122] 冬の天気のいい日はよく出てますが、これだけはっきり大きなオーロラが出るのはわたしの国でも珍しいです
[len423_123] わたしの国、オーロラを見れると、幸運になれると言いますね
[len423_124] 願い事を叶えてくれるという言い伝えもあります
[len423_125] だからわたし達にも、きっといいことがありますよ！
[len423_126] 星の見つけ方、マサオミにもわかりましたか？
[len423_127] たぶん本当に大切なことというのは、ただ知っているというだけで充分なんですよ
[len423_128] わたし達はいつでも同じものを見て、感動することができると
[len423_129] わたしはなにもしてませんよ？
[len423_130] えへへ、マサオミが喜んでくれたならよかったです
[len423_131] ひさしぶりに電話代を気にしないで家族とたくさん話せましたから、わたしも満足ですね
[len423_132] 相変わらず、連絡してないですか？マサオミも、電話くらいすればいいですよ
[len423_133] マサオミ、露骨に話を変えてませんか？
[len423_134] そうですよね、人間も……悪いところばかりじゃないですよ……
[len423_135] はあ……神様とも、ネットで通話ができたらいいのですけど
[len423_136] はい、そうすれば今わからなくて困ってること、教えてもらえるかもしれないですよね？
[len423_137] それに、わたし達の気持ちだって伝えられるかもしれないですよ！
[len423_138] まだはっきりなにをどう伝えればいいか、わかりませんけど……きっとすれ違いと誤解があるだけではないですか？
[len423_139] そんな気が、するのですよ
[len423_140] ……マサオミは、そう思いませんか？
[len423_141] そうでしたね……まずは、情報を集めようと、話してたはずですね……
[len423_142] ……でしたら、今夜も……一緒に寝ていきますよね？
[len423_143] えへへ、だと思いました
[len423_144] 実は……これから、貸し切り用の露天風呂を予約してます
[len423_145] はい……ですが、大旦那さんが……わたし達ならいいと許可してくれたそうですから
[len423_146] マサオミ？……マサオミは、一緒にお風呂は嫌でしたか？
[len423_147] えへへ……だったら、よかったです
[len423_148] わたしも、今夜はマサオミを……いっぱい甘やかしてあげたいと思ってました
[len423_276] しばらく……離さないでいてくださいね？
[len423_277] えへへ……はいっ大好きですよ、マサオミっ
[len424_001] ……ああっ
[len424_002] ……聞いてしまったですよ、お侍さんに……タマノコシの縁談があることを
[len424_003] ひさしぶりに帰ってくると聞いて、わざわざ会いに行って、そこで……
[len424_004] こういうやり方でなくては……とても、断ち切れそうになかったんですよ
[len424_005] 人間の男と結ばれることは有り得ないと……コマとも、何度も、何度もケンカをして……
[len424_006] ……それでも、最後は……自分には……
[len424_007] 愛する人に、人の幸せに繋がるようなものは、与えてあげられないと言って……
[len424_008] …………っ
[len424_009] ……っ…………。っ
[len424_010] このときも、女神様は……こっそり、様子を見に来ていたんです……
[len424_011] ですが、ほら
[len424_012] おー！前よりペースが上がってますねっ
[len424_013] ファイトですよ、マサオミ！
[len424_014] マサオミ？あまり無理をしてはいけませんよ？
[len424_015] そうですね、わたしも同じ気分ですよっ
[len424_016] お仕事もいつもより、全然早く終わらせてしまいましたし
[len424_017] はい、今朝見た夢のせいですね……このまま、可哀想なまま終わりにしたくないですよっ
[len424_018] わたしも、やれることはなんでもやりたい気分です
[len424_019] ですから、前から考えてたことも、なんとか実行してみたいと思ってるところなのですよ
[len424_020] もしや、メンキョカイデンでありますか！？
[len424_021] いいのですか！？
[len424_022] 大旦那さん……はいっ、お任せください！
[len424_023] もちろん、ケンカなんてしてないですよっ
[len424_024] たぶん、みんな同じ事を考えてるからですよね？
[len424_025] はい、マサオミ！
[len424_026] もう少しで、それもわかる気がしますね
[len424_027] おー、わたしは気付きませんでした
[len424_028] は、はい
[len424_029] なにか……わたし達に、伝えたいことがあるのではないでしょうか？
[len424_030] お、おー、ですが
[len424_031] マサオミ……そうですよね！
[len424_032] つまり……仲直りをすればいいわけですか？
[len424_033] マサオミ！気にしなくても、わたしもです
[len424_034] あ、あの、駒川先生が忙しいのはわかっているのですが
[len424_035] はい、ではお言葉に甘えまして……お願いがあるのです！
[len424_036] 申し訳ありません、わたしのせいでお待たせしてしまいまして
[len424_037] えへへ、上手くいくかはわかりませんけどね
[len424_038] おーマコが？なにかあったのでしょうか？
[len424_039] はい、ニンジャの真似ですねっ、ムラサメちゃん？
[len424_040] それより、マサオミ？中から人の声がするみたいですね
[len424_041] ですが……ヨシノ、凄い汗ではありませんか？
[len424_042] ヨシノ……
[len424_043] ヨシノ！
[len424_044] ありがとう、ヨシノ……一番辛いのはヨシノのはずなのに、ありがとうですっ
[len424_045] いいのですよ、ヨシノ
[len424_046] ふふふ、マサオミに言えたことではなさそうですね？
[len424_047] そうですね……なにも、ヨシノとマコを仲間外れにしたかったわけではないですよ？
[len424_048] マサオミ、ムラサメちゃん？もう話してもいいのではないですか？
[len424_049] 次の夢を見たときには、たぶん真相がわかると思うのですよ
[len424_050] ヨシノも、マコも、ありがとうございますね
[len424_051] ……はい、わかりました
[len424_052] その代わり、ヨシノも遠慮しないで、わたし達を頼って欲しいですよ！
[len424_053] もちろんです！
[len424_054] なにを言ってるんですか！ムラサメちゃんは、わたしとマサオミの間に手を入れてくださいっ
[len424_055] その通りです！
[len424_056] マサオミの部屋で、夢の世界へ入るのですね
[len424_057] はい……その分、プレッシャーもありますけどね
[len424_058] 今夜も、上手く憑代の記憶を引き出せるでしょうか？
[len424_059] んふふっ、やっぱり……マサオミは、わたしのサムライです
[len424_060] ……今のキス、少しも怖がってないの伝わってきましたから
[len424_061] うーん、でもわたしは前からそうだと思ってましたよ
[len424_062] わたしが祟り神に操られたときも、迷いなく助けに来てくれました
[len424_063] ……わたしからですか？
[len424_064] そんなの、わたしのほうこそですよ
[len424_065] マサオミが側にいてくれるから、いつでも安心だっただけです
[len424_066] 本当は不安になりかけたときもありましたけど……マサオミが、側にいてくれましたから
[len424_067] はい、わたしも……そう思います、マサオミ？
[len424_068] んふふ……エッチな気分になったりしませんか？
[len424_069] 冗談です、別になってくれてもいいのですが
[len424_070] わたしも……マサオミと抱き合ったまま、寝てみたいでありますよ
[len425_001] ヨシノの家は、呪いで女の子しか生まれないですよね？
[len425_002] ひょっとしたら、コマの願いも影響していたのでしょうか？
[len425_003] それに……ヨシノの家は、出産で亡くなった人はいないのですよね？
[len425_004] はい、わたしも付け加えるところはないです
[len425_005] え！ヨシノ！？
[len425_006] ……茉子？大丈夫ですか、茉子？
[len425_007] ……。っ
[len425_008] ですが守り神になってくれたコマが、どうして祟り神に変わってしまったのでしょう？
[len425_009] そうしてください、そのほうがいいですよ
[len425_010] んむむむむぅ。。。……
[len425_011] けど、ようやく叢雲さんのことも、祟り神が怒ってる理由もわかりましたから
[len425_012] わたしもやっと神様になにを伝えたいか、はっきりしました
[len425_013] きっと、真面目で優し過ぎたせいです……
[len425_014] いい加減で、もっと楽をしようとする神様なら、こうはならなかった気がしますよ
[len425_015] ……んむむむぅ。、今のところ問題はそれ以前の部分ですからね
[len425_016] もっと勉強しなくては
[len425_017] ありがとうございます、マサオミ
[len425_018] マサオミは、やさしいのが自然体ですね
[len425_019] はい、マサオミも頑張って下さいね
[len425_020] はい、ヨシノ
[len425_021] わかってますよ、ヨシノ？わたしもそうして欲しいと言うつもりでしたから
[len425_022] はい、マサオミの欠片を取り出して、それもわたしの身体に入れて欲しいです
[len425_023] そうすれば、憑代は完全な形になるはずですよね？
[len425_024] コマとお話をするには、コマにもお話ができる姿になってもらう必要がありますので
[len425_025] それには、この方法しか思いつきません
[len425_026] わたし達は友達ですよ、ヨシノ
[len425_027] わたしは友達に頼ってもらえれば、嬉しいです！
[len425_028] はい、信じてます、ヨシノ！
[len425_029] まさか、マサオミは反対だったですか？
[len425_030] お……おー、言われてみれば、そうかもしれませんね
[len425_031] ああッ！？そう言えば、そうでしたね！
[len425_032] 最初に操られたときも、突然、夢の中へ叢雨丸が現れて目が覚めました！？
[len425_033] 確か、命綱のようなものを用意してくれるのでしたか？
[len425_034] いざというときは、それで引っ張り上げてもらえるわけですね！
[len425_035] ど……どうしてでありますか！？
[len425_036] 遠慮しなくても大丈夫でありますよ？
[len425_037] ヨシノ、マコ……
[len425_038] はい……ではみんな、よろしくお願いしますね！
[len426_001] わたしはまだ、もう少し勉強する時間が欲しいですね
[len426_002] せっかく、自由な一日をもらったんですから、マサオミと……ずっとイチャイチャするべきかもしれませんが
[len426_003] んー……えへへ、それもそうですね
[len426_004] では申し訳ないですが、わたしは勉強の時間にあてさせてもらいますね
[len426_005] ですね！でしたら……マサオミ？
[len426_006] 学院へ着いたら、自分の勉強に集中したいですから
[len426_007] その分、今のうちにたくさん引っ付きたかったのですが……ダメでしたかぁ、マサオミ？
[len426_008] ゆっくり歩けばいいですよ？学院は、逃げたりしませんから
[len426_010] あ～ん……んむっ、んむっ
[len426_011] マサオミっ、ブドウ糖を！脳が、ブドウ糖を欲してますっ
[len426_012] あ。ん……んぅ。。っ、美味しいですね
[len426_013] マサオミに食べさせてもらうと、いつもの倍はあま。く感じます！
[len426_014] えへへ、ならきっとそうですね！
[len426_016] あーん、んむっ……んむっ、んふふっ、美味しいですね♪
[len426_017] ……ごめんなさいです、マサオミ
[len426_018] わたしにつき合わせてばかりになってますから、遊んできてくれても平気ですよ？
[len426_020] うむむ……まだまだ、けっこうかかってしまいそうですよ？
[len426_021] マサオミ……
[len426_022] ……いいえ
[len426_023] わたしも……マサオミと一緒の方がいいです
[len426_024] マサオミと一緒の方が、いっぱい頑張れそうですからっ
[len426_025] けどこれが終わったら、ちゃんと二人だけの時間も作りますので
[len426_026] それまで待ってて欲しいです
[len426_027] はいっ、マサオミ！ふふふ、期待しててくださいね？
[len426_028] んむむむぅ。……よしっ、たぶんこれで、よしっです！
[len426_029] おーマサオミ！お待たせしましたっ
[len426_030] えへへ、たくさん頑張ったので、いっぱい褒めて欲しいですよ？
[len426_031] ふふふふっ、マサオミのよしよしは優しいから大好きです
[len426_032] もっと、もぉ。。っと……ずっとこのままでいたくなっちゃいますよ
[len426_033] ……んぅ。。。。っ
[len426_034] たぶん、夜になってからでも大丈夫ですよ
[len426_035] だいたいの内容は駒川先生と相談して決めたのですが、読み返してみるとたったこれだけの内容だったです
[len426_036] すごく、大変でしたが……達成感もありますし
[len426_037] なにより、もう夕方になってしまいましたよね？
[len426_038] せっかく、たくさん待ってもらいましたから、急いでイチャイチャしなくてはいけないですね
[len426_040] 忙しくても、なにがあっても……大切にしたい時間ですよ？
[len426_041] それとも……マサオミは違いましたか？
[len426_042] ふあっ！……えへへ、これは、いっぱい……マサオミの気持ちが伝わってきます
[len426_043] けど、ここははっきり言葉にして欲しいところですね
[len426_044] わたしも、愛してますよマサオミ？神様に誓ってもいいくらいです
[len426_046] はうっ、マサオミ……マサオミ……ちゅっ、んちゅっ、んんんぅ～
[len426_047] んむむっ……むふぅ、マサオミも……舌を入れてきましたね、んむっ！ちゅっ
[len426_049] え、えっと……マサオミ？　マサオミのこと……もっと、愛してもいいですか？
[len426_050] …………たぶん、想像してる通りですね
[len426_051] だ、だって、ヨシノのウチでは、みんながいますし……今夜は、わたしも……
[len426_052] マサオミの、ぬくもりを……分けて欲しかったです
[len426_053] …………はい、マサオミ
[len426_054] 今日も、たくさん……たくさん、感じさせてあげますねっ！
[len426_181] …………？
[len426_182] ……マサオミ
[len426_183] いいえ、なかなか戻ってこなかったので、様子を見に来ただけです
[len426_184] マサオミ？マサオミも、マサオミのお父さんとお母さんに……わたしのこと、紹介してくれるつもりですか？
[len426_185] わたしこそ、もちろんです！
[len426_186] ますます明日は、頑張らないといけませんねっ
[len426_187] はい…………ねえ、マサオミ？
[len426_188] わたし……思ったのですよ
[len426_189] マサオミと恋人になれたから、マサオミのお父さんとお母さんにも、紹介してもらえるのですよね？
[len426_190] はい、マサオミとの繋がりから、また新しい繋がりが生まれて
[len426_191] 新しく、家族が増えていくのですね
[len426_192] わたしも、わたしの家族も……マサオミも、マサオミの家族も
[len426_193] みんな一緒に暮らしてるわけではないですが
[len426_194] それでも……みんなバラバラのまま、１つに繋がっていけるものなのですね
[len427_001] はい！ヨシノこそ、準備は整いましたか
[len427_002] そういうものなのですね
[len427_003] 大丈夫ですよっ、大旦那さん？わたしは、みんなのことを信じてます！
[len427_004] つまりわたし達が、呪いを終わりにできる最初で最後の人間かもしれないのですね？
[len427_005] はい！チャンスさえ掴めば、わたし達で終わりにできるということですからっ
[len427_006] ええ、たった一度の幸運へ辿り着くまで、何百年も……たくさんの人が今日まで繋いできてくれたのですよね？
[len427_007] はい！
[len427_008] それで、ムラサメちゃん？どうやって、マサオミから欠片を出すのでありますか？
[len427_009] やりましたね、マサオミ！
[len427_010] お、おお、わたしの中へ入って…………。。っ
[len427_012] …………
[len427_014] ……っ
[len427_015] ま、マサオミ……あっ！？
[len427_016] 危ない！いけませんッ！？
[len427_017] マサオミッ！？
[len427_018] やめてください！もうっ、お姉さんの身体は戻ったはずですよ！？
[len427_019] ……え？
[len427_020] まさかずっと……わたしを、お姉さんの身代わりにするために？
[len427_022] マサオミ……
[len427_023] どうして、叢雨丸を抜かないのですか？せめて、自分の身を守ってくださいっ
[len427_024] マサオミ……
[len427_025] やめてくださいっ、コマ！マサオミ、無茶しないで欲しいですよっ
[len427_026] で、でも、この状況では……
[len427_027] ま……マサオミ！しっかりしてくださいっ、マサオミ！？
[len427_028] へ？志那都荘……ひょっとして、また！？
[len427_029] こ、これは……！
[len427_030] 全部、みんなで……お泊まり会したときと同じです
[len427_031] ヨシノに、マコまで！？
[len427_032] みんなも……
[len427_033] ……ひょっとして、これは？
[len427_034] マサオミ
[len427_035] やっぱり、叢雨丸を抜く必要はありませんよ
[len427_036] みんなも、平気ですっ
[len427_037] いいえ、たぶんそうはなりません
[len427_038] ほら、やっぱりこうなりました
