=== mur (mur) 剧情配音文本 ===
共计 3300 句台词

[mur001_001] ふむ。お主が、吾輩のご主人か？
[mur311_041] ？！ご主人、手を貸せ！
[mur311_042] どうして、もっと早く言わんのだ！
[mur311_043] この手では、上手くいくものもいかんぞ、ご主人
[mur311_044] そんなに重いのか、叢雨丸は
[mur311_045] ご主人、そんなに落ち込むな
[mur311_046] 大丈夫だ、ご主人なら、きっとできる
[mur311_047] 吾輩が惚れた男なのだ！これくらいのことでうつむくでない！
[mur311_048] 何？！その手で続けるつもりなのか？！
[mur311_049] ご主人……
[mur311_051] 穂織のために、吾輩のために、あんなに……
[mur311_052] ……嬉しいぞ
[mur311_053] なあ、ご主人、吾輩は最近思うのだ
[mur311_054] 吾輩はご主人に出会うために、５００年の時を越えたのではないかと……
[mur311_055] もし、そうなら……
[mur311_056] 吾輩は――
[mur311_057] 話は後じゃ、まずは座れ、ご主人
[mur311_058] 茶を淹れてやるから、まず休め！
[mur311_059] に、２週間っ？！
[mur311_060] そうだ、もっと先に出来ぬのか？安晴。ほら、ご主人お茶じゃ
[mur311_061] 吾輩の見たところ、玄十郎の特訓は厳しすぎる
[mur311_062] それもこれも期間が短すぎるからじゃ。あやつも内心焦っておる
[mur311_063] もっとじっくりやれば、ご主人もここまでボロボロにはならんのだ
[mur311_064] ご、ご主人？！
[mur311_065] それは楽観視しすぎではないのか？ご主人
[mur311_066] ……ご主人
[mur311_067] ダメだ、ご主人、無理をしてでも食べるのだ！
[mur311_068] 何なら吾輩が、食べさせてやっても良い
[mur311_069] あーん、してやるぞ、ご主人！
[mur311_070] ご主人、掛け布団くらいかけよ
[mur311_071] 風邪を引くではないか
[mur311_072] ……まったく、しょうがないのう
[mur311_073] これくらい別に良い
[mur311_074] それは言わない約束なのじゃ――って、何をやらせるか、ご主人！
[mur311_075] もう馬鹿を言ってないで休むのだ
[mur311_076] 電気を消すぞ
[mur311_077] うむ、ゆっくり休むが良い
[mur311_078] もう眠ったのか、ご主人……
[mur311_079] よく眠っておるわ……
[mur311_080] よっぽど、疲れたのであろう……
[mur311_081] 当然じゃな、いきなりあんなにしごかれては
[mur311_082] でも、ご主人は弱音ひとつ吐かなんだ
[mur311_083] さすが、吾輩のご主人で、彼氏じゃ……
[mur311_084] 胸が張り裂けそうになる……
[mur311_085] 恋とはすごいのう……
[mur311_086] 皆、恋をするとこうなるのか……？
[mur311_087] いや……
[mur311_088] 好きじゃ、ご主人……
[mur311_089] お主に会えただけで、吾輩は言い切ることができる
[mur311_090] 人柱になったのは、間違いではなかった、と
[mur311_091] ちゅっ
[mur312_001] ご主人、まるで老人のようじゃのう……
[mur312_002] ご主人
[mur312_003] どうだ、まだ身体は痛いか？
[mur312_004] 右手の怪我はどうだ？
[mur312_005] そうか、では参るか
[mur312_006] 玄十郎はすでに山におる。ご主人を待っておる
[mur312_007] 今日は朝から、自ら山に篭り、吾輩の貸した叢雨丸を振っておったぞ
[mur312_008] ご主人に教える以上、自身も真剣の勘を取り戻さねばならんと申しておった
[mur312_009] 鬼気迫る形相で、汗まみれで、何百回もな
[mur312_010] ご主人、お主の祖父は立派だ
[mur312_011] ご主人を鍛えるために、あの歳で自らも鍛え直しておるとはな
[mur312_012] うむ、そうじゃな
[mur312_013] おお、芦花、店の外で会うのはめずらしいな
[mur312_014] うむ、今の玄十郎はまるで鬼神のようじゃ
[mur312_015] 祟り神より、怖いぞ
[mur312_016] ――なっ？！こら、ご主人！
[mur312_017] 吾輩という者がありながら、何と不埒な！
[mur312_018] やかましい、天罰なのだっ！
[mur312_019] それでも、イラっとするのだっ！
[mur312_020] 浮気は断じて、許さん！
[mur312_021] 心得た
[mur312_022] 新作、期待しておるぞ、芦花！
[mur312_023] 玄十郎、待たせたな
[mur312_024] ご、ご主人！
[mur312_025] ほら、手ぬぐいでまず汗を拭くのだ、風邪を引く！
[mur312_026] それから、水分を摂るのだ！あっちに水筒が用意してある
[mur312_027] ほら、番茶じゃ、ご主人
[mur312_028] 少し熱いから、気をつけろ
[mur312_029] 何を言うか、玄十郎は若い頃、ご主人に似ておったのだぞ
[mur312_030] だから、ご主人も将来は玄十郎のような頑固爺になるであろう
[mur312_031] それより、ご主人もっとちゃんと休め
[mur312_032] ほれ、もっと近う寄れ
[mur312_033] こら、動くでない
[mur312_034] 休んでおれ、ゆっくりとな
[mur312_035] どうした、ご主人
[mur312_036] だ、だめじゃ、何を言っておるか
[mur312_037] ご主人は、もっと吾輩に甘えよ。疲れた身体と心を吾輩で癒すのだ
[mur312_038] 彼女の役割を吾輩は果たす。良い彼女を持って、幸せだなご主人
[mur312_039] むっ、芦花には甘えたのであろう？！
[mur312_040] だったら、吾輩には、もっと甘えていいはずだぞ
[mur312_041] わ、わかっておる
[mur312_042] わかっておるが、やっぱり悔しいのだ
[mur312_043] 吾輩の知らん、ご主人を知ってる芦花がうらやましいぞ
[mur312_044] ……そうだな、知りたい
[mur312_045] ご主人のことなら、何でも知りたい……
[mur312_046] ……うむ
[mur312_047] 楽しみにしておるぞ
[mur312_048] 良いが、とても長くなるぞ
[mur312_049] 何と言っても、５００年分だからな
[mur312_050] え？ご主人それは――
[mur312_052] 玄十郎、何故ここに？！
[mur312_053] うぐっ、そ、そうであったな……
[mur312_054] しかし、口惜しい……
[mur312_055] あと、お主が１分待ってくれれば、明確な言質を取れていたものを……！
[mur312_056] 激おこじゃ、激おこなのじゃっ！
[mur312_057] 玄十郎は良い男だが、昔から空気を読めんヤツだった！
[mur312_058] お主が初めて恋文を好いた女に出した時も――
[mur312_059] お主は面白い男だったからのう、割と観察しておった
[mur312_060] 自分とて、女に恋文を……
[mur312_061] ただいまなのだ
[mur312_062] ……ご主人、何をにやにやしておるのだっ
[mur312_063] 芳乃をえっちぃ目で見るな、この不埒者っ
[mur312_064] ご主人！今の茉子との会話は何だっ？！
[mur312_065] まるで、新婚の夫婦ではないか！？
[mur312_066] 吾輩という彼女がありながら、よくもいけしゃあしゃあと！
[mur312_067] 乙女の怒りをくらうがよいっ！
[mur312_068] 嘘じゃ嘘じゃ！桃色な雰囲気が出まくっておったではないかっ！
[mur312_069] 芦花や芳乃だけでは飽き足らず、茉子までも手当たり次第っ！
[mur312_070] 吾輩はそんな子にご主人を育てた覚えはないのだっ！
[mur312_071] ていていていっ！
[mur312_072] 待っておったぞ、ご主人
[mur312_073] うむ、筋肉痛のご主人を労わろうと思うてな
[mur312_074] あ、あれはちょっとした勘違いしてしまっただけなのだ
[mur312_075] 吾輩なりの愛情表現だ、気にするでない
[mur312_076] なので、侘びとしてご主人に今から按摩をしてやる
[mur312_077] 横になれ、ご主人
[mur312_078] 案ずるな、ご主人、吾輩は少しも疲れておらん
[mur312_079] 全て、吾輩に委ねよ。さすれば桃源郷の心地良さを味わわせてやるぞ
[mur312_080] こう見えても、吾輩は床上手なのだ
[mur312_081] 良いから、早く寝るのだ、ご主人
[mur312_082] 筋肉痛など、吾輩が今晩で治してやる
[mur312_083] うむ、どこが一番痛いのだ、ご主人
[mur312_084] 肩と腰かよし！
[mur312_085] ど、どうじゃ？
[mur312_086] やってみよう
[mur312_087] 今度はどうじゃ？
[mur312_088] ふっ、吾輩の技にご主人もメロメロじゃな……
[mur312_089] やはり身体は正直なのだ！
[mur312_090] よし、もっとやってやるからな！
[mur312_091] 疲れなど、吾輩が吹っ飛ばしてやるのだ！
[mur312_092] ほれほれほれ！
[mur312_093] えいえいえいっ！
[mur312_094] ？！ご主人、今の声は何だか今までと違うようだが
[mur312_095] 痛かったか？
[mur312_096] それはよかったのだ！
[mur312_097] おお、ご主人の背中は広いのう
[mur312_098] ぎゅっ
[mur312_099] ご主人の背中の温もり……
[mur312_100] これはいい、極楽極楽……
[mur312_101] 吾輩が逆に癒される……
[mur312_102] ああ、いかんな、吾輩が癒されては……
[mur312_103] 吾輩がご主人を癒すのであった、よし、ご主人
[mur312_104] 次は腰を揉んでやろう
[mur312_105] ん？遠慮は無用だ、ご主人
[mur312_106] 床上手の吾輩に任せてくれれば良いのだ……
[mur312_107] すー、すー
[mur312_108] すー、すー……
[mur312_109] ご主人……
[mur312_110] 好きなのじゃ……
[mur312_111] ふふ……
[mur313_001] ご主人、向こうの方はもう終わったぞ
[mur313_002] もちろんじゃ
[mur313_003] ――ということだ、皆
[mur313_004] 吾輩も最初は心配したが、本当に平気らしい
[mur313_005] ならば、ご主人の好きにさせようと思う
[mur313_006] ああ、そうじゃった。こんなことはしておれん
[mur313_007] 皆が来る前に、掃除をして、朝食を食べねば！
[mur313_008] ……茉子、この二人を何とかせい
[mur313_009] いや、ご主人、四神はちゃんとご主人を見ておるぞ
[mur313_010] ただ振るのではなく、神力を返すという気持ちをこめよ
[mur313_011] せっかくだが、奉納後は誰も抜けぬと思うがな
[mur313_012] 管理者である吾輩も引退するのだし
[mur313_013] もうこの世の誰も、叢雨丸は抜けぬであろう
[mur313_014] じゅるり、御神刀ぱふぇ……すごく気になるのう……
[mur313_015] うむ！約束なのだ！
[mur313_016] ご主人はよくやっておる。それは見ている吾輩が知っておる
[mur313_017] 日増しに叢雨丸の扱いに長けてきているのは明白
[mur313_018] ただ……
[mur313_019] 無いといえば、嘘になる。が、それは仕方ない
[mur313_020] 奉納の儀は一発勝負なのだ。どんな剣の達人とて、失敗はあろう
[mur313_021] たとえ玄十郎が、叢雨丸の使い手であったとしても、“絶対”はないのじゃ
[mur313_023] 芳乃の舞の後、ご主人が四神に、叢雨丸の神力を返すことを伝えるため、東西南北に御神刀を振る
[mur313_024] そして、最後に――
[mur313_025] ほれ、ご主人
[mur313_026] ご主人、芳乃が舞を終え、下がったら叢雨丸をたずさえ、三歩前に出よ
[mur313_027] そして、心の中で四神に話しかけながら、剣を振るのだ
[mur313_028] うむ！上出来じゃ！
[mur313_029] 思っていたよりも、ずっと様になっておったぞ
[mur313_030] あとは、実際に叢雨丸で、できるかだ
[mur313_031] そうじゃな、そろそろ頃合じゃ
[mur313_032] 行くか、ご主人。叢雨丸とともに
[mur313_033] 芳乃も身体を壊さぬ程度に、頑張るのじゃぞ！
[mur313_034] 精が出るのう、玄十郎
[mur313_035] ご主人、膝が震えてないか？
[mur313_036] ご主人、何をしておる
[mur313_037] 早く身体を休めんか！こっちへ来い！
[mur313_038] ふっ、吾輩は気配を消すのが得意だからのう
[mur313_039] それだけは、くノ一の茉子にも負けん自信がある
[mur313_040] ほら、来い、ご主人
[mur313_041] 水分を摂って、力を抜き筋肉の緊張をほぐすのだ
[mur313_042] 気持ち良いか？ご主人
[mur313_043] ご主人、少し髪が伸びたな
[mur313_044] 奉納の儀の前に、吾輩が切ってやろう
[mur313_045] できるぞ。昔は両親のも、近所の子供達の髪も吾輩が切ってやったのだ
[mur313_046] ああ、せっかくの晴れ舞台なのだ
[mur313_047] 吾輩の男前な彼氏を、皆に見せ付けるっ！
[mur313_048] 何を言うか、ご主人
[mur313_049] ご主人は穂織で一番のいけめんではないか
[mur313_050] ご主人は自己評価が低いのう……
[mur313_051] それとも謙遜か？
[mur313_052] 過度な謙遜は却って、嫌味になるのだぞ、ご主人
[mur313_053] むう、そんなことはないと思うが
[mur313_054] 現に芦花や茉子、それに芳乃もご主人に好感を持っておる
[mur313_055] 吾輩はいつも気が気ではないのだぞ、ご主人
[mur313_056] ご主人が、吾輩のいないところで、他の女とちちくりあってはいないかと……！
[mur313_057] く……、想像しただけで、腹が立ってきたぞ！
[mur313_058] 乙女の怒りをくらえ、ご主人
[mur313_059] 吾輩に永遠の愛を誓うなら、やめてやるのだっ！
[mur313_060] ？！今、何と言ったのだ、ご主人！
[mur313_061] 男はもっとはっきりモノを言わんか！
[mur313_062] ああ、そうか
[mur313_063] すまん、つい驚いてしまって……
[mur313_064] こ、こほん、そ、それでだな、ご主人
[mur313_065] 今、吾輩に永遠の愛を誓えと言ったら、ご主人はだな……
[mur313_066] それはつまり、吾輩と将来――
[mur313_068] くぅ。。。。っ！
[mur313_070] どうしてあと１分、いや３０秒遅く来れんかったのじゃ～～っ！
[mur313_071] しかも、一度ならず二度までも！
[mur313_072] わざとか？わざとやっておるのだな、お主！
[mur313_073] 馬に蹴られて、死んでも知らんぞ！いや、吾輩が引導を渡すのだっ！
[mur313_074] ていていていっ！
[mur313_075] 待つのだ、このけーわいな爺めっ！
[mur313_076] 五月蠅い！待たんか、玄十郎！
[mur313_077] 誰って、そんなのご主人に決まっておるではないか
[mur313_078] しかし、衣装だけでは不十分であろう
[mur313_079] そうだ、ご主人、髷を結え！
[mur313_080] しかし、髪型まできちんとせんといけないのではないか？
[mur313_081] 細部にまでこだわるのが、正しいこすぷれらしいぞ？
[mur313_082] ふむ、何はともあれ、町おこしの滑り出しとしては、順調のようだな
[mur313_083] ご主人、重圧をかけるつもりは毛頭ないが……
[mur313_084] 失敗したら、その場で切腹じゃぞ……？
[mur313_085] わはは、冗談じゃ！
[mur313_086] 半分くらいは！
[mur313_087] 介錯は吾輩がするから、安心せい
[mur313_088] どうしたのだ？ご主人
[mur313_089] そうか？でも、笑っておったぞ
[mur313_090] 何か良いことでも、あったか？
[mur313_091] ほう、何が良かったのだ？
[mur313_093] そ、そうか……
[mur313_094] わ、吾輩もご主人に会えて良かったぞ
[mur313_095] 最初は、何と失礼なヤツかと思ったがな
[mur313_096] 初対面で、いきなり吾輩の胸を揉んだではないか
[mur313_097] うっ、確かにそうだが……
[mur313_098] いや、待て。問題はその後じゃ、ご主人は硬いとか言ったではないか！
[mur313_099] あれは許せんぞ
[mur313_100] 乙女に対して、失礼千万だ
[mur313_101] ま、まあ、良い
[mur313_102] 最近は前より、柔らかくなったしな……
[mur313_103] 人の身体に憑依したからだろうな、多少は成長しておるのだ
[mur313_104] それにご主人がたまに揉むから……
[mur313_105] いったい、何度ご主人に揉まれたことか……
[mur313_106] たぶん３００回は越えておるな。のうご主人
[mur313_107] そう言えば、最近はご主人と――
[mur313_109] ……ん？
[mur313_110] ――な、何？え？
[mur313_111] まさか、吾輩がそんな……
[mur313_112] なっ、なんでもない！
[mur313_113] 本当に何でもないのだっ！
[mur313_114] おかしくはないっ！
[mur313_115] ほ、ほれ、玄十郎が戻ってきたぞ、ご主人
[mur313_116] 稽古してまいれ！
[mur313_118] ……はぅ
[mur313_119] ……び、びっくりしたのだ……
[mur313_120] ……まさか、思い出しただけで、ぬ、濡れるとは……
[mur313_121] く……、吾輩としたことが何たることだ……
[mur313_122] だが、ご主人もご主人じゃ。毎日いっしょの布団で寝ておるというのに……
[mur313_123] ……最近、せまってこんのは何故だ？
[mur313_124] 淡白なのか？ご主人、その若さで……
[mur313_125] い、いや、する時は激しいくらい求めてくるし違うはず……
[mur313_126] い、いかん、思い出したら、頭と顔が火照ってきたぞ……！
[mur313_127] 川で顔でも洗って、冷ますのじゃ……
[mur314_001] うむ、確かにそうであったな
[mur314_002] 皆、気さくで良い者ばかりであったぞ
[mur314_003] おおーっ！
[mur314_004] 多くの者を失望させてしまうな
[mur314_005] ご主人は、この２週間、本当に稽古に打ち込んでおったからのう
[mur314_006] だからこそ、ああ言い切れるのだ
[mur314_007] どうだ！すごいであろう、吾輩のご主人はっ！
[mur314_008] ドヤッ……！
[mur314_009] いよいよだな、ご主人
[mur314_010] では、玄十郎のところへ行くか、ご主人
[mur314_011] うむ、お主も大儀であった
[mur314_012] 今まで、ありがとうなのだ
[mur314_013] あやつ、ご主人を褒める時、かなり照れておったな
[mur314_014] ご主人覚えておけ、玄十郎はつんでれ属性なのだ
[mur314_015] ふっ、あやつはいつまで経っても不器用なヤツじゃ……
[mur314_016] ふむ、それはいいな！
[mur314_017] 採用だっ！
[mur314_018] よし、二人とも今日は吾輩が湯殿で背中を流してやるぞ
[mur314_019] 今夜は特別じゃ
[mur314_020] まずは、芳乃から……
[mur314_021] よし！吾輩がすみずみまで身体を清めてやるぞ！
[mur314_022] 湯殿へごー！なのだ！
[mur314_023] 女同士で何が恥ずかしいのじゃ
[mur314_024] ふふ、裸の付き合いも良いものだぞ、芳乃
[mur314_025] 良いではないか、良いではないか！
[mur314_026] おお、ご主人
[mur314_027] うむ、今夜は友と長話をしようと思うてな
[mur314_028] さすがに寝巻きでは寒いからな
[mur314_029] あやつだ
[mur314_030] あやつだけだったのじゃ
[mur314_031] ５００年、変わらず吾輩と居てくれた者はな
[mur314_032] 御神刀の奉納が終われば、吾輩はただの人に還るであろう？
[mur314_033] だから、今まで付きおうてもらった礼を言っておったのじゃ
[mur314_034] のう、ご主人
[mur314_035] 何を今さらと思うかもしれんが、実はまだ少し迷うておるのだ
[mur314_036] ……吾輩は
[mur314_037] 吾輩は、人に戻っても良いのだろうか？
[mur314_038] 親不孝の罰は、もう許されたのだろうか？
[mur314_039] もういない親達には、尋ねることすらできぬ……
[mur314_040] すまん、ご主人、こんなことをご主人に聞いても――
[mur314_041] ご主人……
[mur314_042] 本当にご主人は、不思議な男だ……
[mur314_043] ずっと凍てついておった……
[mur314_044] 芳乃や茉子と笑って話をしておっても、心の奥底は冷たく冷えておったのだ……
[mur314_045] それが、ご主人といるだけで、溶けていく……
[mur314_046] 心の芯が温まるのだ……
[mur314_047] ……初めて会った時のことを覚えておるか？
[mur314_048] あの時、ご主人は吾輩をムラサメちゃんと呼んだ……
[mur314_049] あれは効いたぞ
[mur314_050] 皆は、ムラサメ様などと呼ぶが……
[mur314_051] 本当はムラサメちゃんと、親しげに呼ばれて吾輩は……
[mur314_052] 本当に嬉しかったのだ……！
[mur314_053] ああ、吾輩もだ……
[mur314_054] ご主人、んっ、ちゅっ……
[mur314_057] はぁ、はぁ、ご主人、ご主人……
[mur314_208] そうじゃな
[mur314_209] しかし、まさかこんな場所でいたしてしまうとは……
[mur314_210] 大胆すぎたかもしれんな、反省だ
[mur314_212] ……そうじゃな
[mur314_213] 今夜はよく眠れそうじゃ……
[mur315_001] ついにこの日が来たな、ご主人
[mur315_002] 玄十郎が人前で身内を褒めるのは初めてみるのう……
[mur315_003] だが、今さらデレてもご主人はもう吾輩のモノだっ！
[mur315_004] ご主人
[mur315_005] 今回は、吾輩は叢雨丸に宿らぬが
[mur315_006] 想いは存分にこめた
[mur315_007] 吾輩達は、常に三位一体で、無敵なのだ
[mur315_008] うむ、行ってこい、ご主人、芳乃！
[mur315_009] ……叢雨丸、ご主人
[mur315_010] ご主人！見事であったぞ！
[mur315_011] ほら、いつまで柄を握っておる！もういいのじゃ
[mur315_012] うむ、そのようだな
[mur315_013] 手足の感覚が、今までよりはっきりしておる
[mur315_014] それに、叢雨丸の声がしたのだ
[mur315_015] ん？ご主人もか？
[mur315_016] 吾輩は――
[mur315_017] 今まで大儀であった、と
[mur315_018] それから、幸せになれ、と言うてくれた
[mur315_019] ……うむ！
[mur315_020] ご主人、ご主人！
[mur315_022] やっと起きたか
[mur315_023] おはよう、ご主人
[mur315_024] それはそうだが、待ちきれなくてな
[mur315_025] あはは！しばらくはムラサメちゃんでも良い
[mur315_026] にっくねぇむとして使う
[mur315_027] それより、制服におかしなところはないか？
[mur315_028] わははは！吾輩の制服姿がそんなに気に入ったか
[mur315_029] わかった。今度はこれでぷれいなのだ
[mur315_030] 何を申すか、ご主人と同じに決まっておるではないか
[mur315_031] 一緒じゃなければ、嫌じゃ。意地悪を言うでない
[mur315_032] なっ？！吾輩を子供扱いするな、ご主人！
[mur315_033] 吾輩はご主人より、５００は年上であるのだぞ
[mur315_035] 早う、早う行くぞ、ご主人！
[mur315_036] ムラサメちゃんと呼んでほしいのだ！
[mur315_037] ご主人……！
[mur316_001] 何故、玄十郎のところに行くのだ、ご主人
[mur316_002] もう剣の稽古はいらぬのに
[mur316_003] それはかまわんが……
[mur316_004] あの旅館は散々行ったがのう。まあいい
[mur316_005] 車があるな、お客のかのう
[mur316_006] は？どういう意味じゃ
[mur316_007] 今日のご主人は、ちょっと不可解じゃ……
[mur316_008] 玄十郎、元気か――ん？
[mur316_010] ――なっ？！
[mur316_011] ご、ご主人の父上と母上となっ？！
[mur316_012] そ、そーいうことは先に言わんか！
[mur316_013] 吾輩にも、心の準備というものがだな……
[mur316_014] い、いや母上殿、わ、吾輩など、そんな……！
[mur316_015] な、何？！夫婦になるのか？！
[mur316_016] ご主人、吾輩はまだ何も聞いておらんぞ？！
[mur316_017] ご、ご主人……
[mur316_018] ぐすっ、ご主人……！
[mur316_019] い、いい……
[mur316_020] いや、ご主人――将臣でなければ、嫌なのだ
[mur316_021] よろしくお願いするのだ……
[mur316_022] ご主人！
[mur316_023] ５００年、一人だった吾輩に、こんなにも家族が……！
[mur316_024] ご主人は吾輩にたくさんのものをくれたな……！
[mur316_025] 吾輩にとっては、ご主人こそが生き神様だ……！
[mur316_026] わはは、そうだな、ご主人……！
[mur414_001] だがレナよ、お主も耳鳴りがするのであろう？憑代から離れている方が、多少はマシになるはずだぞ
[mur414_002] いや、吾輩もそのほうがよいと思うぞ、ご主人。自分の体調を自分で把握しておくのは大事なことだからな
[mur414_003] ……しかし
[mur414_004] いや、実際に身体を操られてしまった芳乃はともかくとして
[mur414_005] ご主人は眩暈と微熱、レナは耳鳴りか
[mur414_006] いや、２人で症状が違うであろう？
[mur414_007] 同じように憑代の影響を受けているとすれば、なぜそんな差が出るのかと思ってな
[mur414_008] まあ、大した意味はないのかもしれん
[mur414_009] どうした、ご主人？
[mur414_010] あまり時間をかけぬ方がよいかもしれんな
[mur414_011] うむ。それがどうかしたか、ご主人？
[mur414_012] そこに関しては、吾輩も少し考えておったのだ
[mur414_013] 最悪、１人で山の中へ入ってしまった可能性もあった
[mur414_014] うむ、だが実際にはご主人の部屋へ現れた
[mur414_015] いや、念のために訊くがご主人？実は、レナのように欠片を所持していたということはないか？
[mur414_016] 無論、隠していると疑っているわけではないぞ
[mur414_017] それと気付かず、知らず知らずに持っていたという可能性について聞いておる
[mur414_018] いや、さっきも言ったように、ご主人とレナでは症状が違うであろう
[mur414_019] もしかすると……それこそが、ご主人が特別な理由なのかも知れぬ、と思ってな
[mur414_020] ご主人は叢雨丸に選ばれたというだけでなく、吾輩の身体にも触れられるであろう？
[mur414_021] 吾輩にとっては、それがずっと不思議であった
[mur414_022] ひょっとしたら、同じ理由によるのかもしれん……ひょっとしたら、だがな
[mur414_023] よろしく頼むぞ、ご主人
[mur414_024] ……しかし遅いな
[mur414_025] うむ、吾輩は少し様子を見てこよう。２人はここで待っていてくれ
[mur414_026] こればかりは、仕方あるまい
[mur414_027] え、ええい、議論しても始まらん！とにかく急いで追うのだっ
[mur414_028] 吾輩も油断していた
[mur414_029] しかも吾輩達が持っている憑代ではなく、山の方へ引かれておる
[mur414_030] いや待て、これはチャンスかもしれん
[mur414_031] いや、過去には立て続けに発生したこともあった
[mur414_032] うむ。仮に祟り神が発生したとしても、芳乃を戦力として使える分、むしろ好都合かもしれん
[mur414_033] だからまだ、祟り神が現れると決まったわけではない
[mur414_034] それに芳乃、お前をれーだーにしたとしても危険なのは同じであろう？
[mur414_035] 多かれ少なかれ、レナにはもう影響を与えている
[mur414_036] 今中止したところで、今度はまた吾輩達の知らぬところで操られてしまう可能性もあるのだぞ？
[mur414_038] 芳乃、腹をくくれ！　万一のときは、吾輩達で守ってやるのだ
[mur414_039] すまぬ……憑代の放つ信号が強くて、他の気配が拾えぬ
[mur414_040] それよりご主人と芳乃は、体調に変化はないのか？
[mur414_041] なんだ、まだレナをれーだーにすることをためらっておるのか？
[mur414_042] むう
[mur414_043] わからぬ、わからぬが、これは……
[mur414_044] うむ、ご主人、油断するな
[mur414_051] ご主人っ、もっと急げ！
[mur414_052] むぅ、芳乃よ。憑代の様子はどうだ？
[mur414_053] やはりおかしい
[mur414_054] 先程も憑代を持つ芳乃ではなく、レナを抱えるご主人を狙ってきた
[mur414_055] だがレナの発した耳鳴りで、こやつらは集まってきた
[mur414_056] 試しに憑代をレナへ近づけてみよ
[mur414_057] やはり
[mur414_058] 理由はわからん
[mur414_059] だが欠片が集まり、憑代に意思のようなものが宿り始めたのは確かであろう
[mur414_060] うむ。だが、それとは少し違うようだ
[mur414_061] 憑代自身の意思でレナを欲しておるように感じる
[mur414_062] …………もしや
[mur414_063] うむ、神や呪いがなんでもできるわけではない
[mur414_064] 仮に生きた肉体を乗っ取るとすれば、ある程度、手順を経る必要があろうな
[mur414_065] いや、聞いたことはないか、ご主人？
[mur414_066] たとえば、黄泉の国の食物を口にすると戻って来れぬとか、神隠しに遭った先で食べ物を口にしてはいかんとか
[mur414_067] わからぬ
[mur414_068] だが、考えが甘かったかもしれん。正直、そこまでは想定しておらんかったからな
[mur414_069] 承知した！
[mur414_070] そうだぞ、ご主人！今はとにかく祟り神から一寸でも遠く離れるしかない
[mur414_071] この数、下手すると全ての欠片が祟り神となっておることも考えられる
[mur414_072] 無茶だぞ、ご主人！
[mur414_073] むぅ、それは……
[mur414_074] 欠片が合体して１つになるなら、祟り神も合体して１つになれるというわけか
[mur414_075] わかっておるっ、この凄まじい力の波動！もう吾輩の目くらましも通用しそうにない
[mur414_076] むむむ、酷い博打だがご主人の武運に賭ける他なさそうだ
[mur415_001] うむ、そろそろ口を挟ませてもらってよいかの？
[mur415_002] 吾輩も先程戻ってきたところなのだ、それに……邪魔しては悪いかと思っての
[mur415_003] 無論そのつもりだぞ
[mur415_004] まず、あの巨大な合体祟り神だが、一応は退治できた、と思う
[mur415_005] レナとご主人の上に倒れ込む寸前にな、吸い込まれてしまったのだ
[mur415_006] いや、あの祟り神の中でも、すでに欠片も１つになっていたようなのだ
[mur415_007] 吸い込まれたのは、その欠片のほうだ
[mur415_008] うむ、不注意と言えばそれまでだが、祟り神が１つになった欠片の方が大きかった
[mur415_009] レナを助け起こそうとしたときに、そちらへ吸い寄せられてしまったようなのだ
[mur415_010] それについては、すでに実例があると思っておる
[mur415_011] それは今の時点では、なんとも言えぬ
[mur415_012] だが健康を害することはない、と思う
[mur415_013] そうそう、身体に害というならな、ご主人
[mur415_014] 祟り神の障気を大量に浴びた方が、まずい
[mur415_015] ことになったかもしれん
[mur415_016] あのとき、レナがご主人が浴びるはずの障気を一緒に浴びてくれたであろう？
[mur415_017] でなければ、ご主人の身にのちのち障りが出た可能性もあった
[mur415_018] 吾輩も同じ考えだぞ？二人は念のため安静にしてもらっているだけだ
[mur415_019] 強い衝撃を受けると、遅れて痛みが出てくることもあるからの
[mur415_020] 祟り神の元になった存在だな
[mur415_021] もっとも、憑代自身が望んでレナの中へ入ってしまった以上
[mur415_022] 引き剥がしたとしても、すぐ戻ってしまう可能性もある
[mur415_023] いずれにせよ、原因を究明せねばならんことに変わりはないというわけだ
[mur415_024] うむ。昨夜、ご主人に前から欠片を持っていなかったかと聞いたであろう？
[mur415_025] いや、レナが欠片を取り込んだのを見て確信したのだ
[mur415_026] ご主人もその身に、欠片を取り込んでおるのではないかとな
[mur415_027] だがだとすれば、何故吾輩に触れることができるのか、何故ご主人まで欠片に意識が引き寄せられるのか
[mur415_028] そのことにも説明が付けられるはずなのだ……レナよ
[mur415_029] 吾輩と握手をしてみてくれんか？
[mur415_030] おおおーっ、自分でもびっくりだぞ！ご主人と違って、やわっこい手なのだ
[mur415_031] うむ……吾輩も、人の温かさを思い出してしまうのぅ
[mur415_032] であろうな
[mur415_033] 偶然、身体へ入った……ということは考えられぬか？
[mur415_034] 幼い頃、山で遊んでいるときに転んで石が刺さったとか、たまたま口に入ったとか
[mur415_037] 残念ながら、それは取り出してみなくてはわからぬ
[mur415_038] 当たり前だ。欠片はおそらく、肉体ではなく魂に取り込まれておる
[mur415_039] とはいえ、もともと異物に過ぎぬ
[mur415_040] 完全に融合しておるわけではない、ちゃんと方法はあるのだ
[mur415_041] いや、忘れたのか？吾輩達が集めた欠片まで、レナに吸収されてしまったであろう
[mur415_042] 今取り出せば、それもレナに吸収されてしまう可能性が高い
[mur415_044] 正直、吾輩にもまったく想像できん
