=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos207_020] それならいいんだけれど……コ、コホン。それで、あの……す、スッキリはしましたか？
[yos207_021] ああいえなんでもないんです！やっぱり気にしないで下さいっ！
[yos207_022] で、ですがぁぁ、私の睡眠にも大きく関わってくる問題ですから……
[yos207_023] ……あっ
[yos207_024] な、なるほど。私としたことが……
[yos207_025] はぁ……それなら、今日からはゆっくり眠れそう……よかったぁ
[yos207_026] 恋人なのに、どうして？
[yos208_001] 昼休みが終わっても戻ってこないから心配した
[yos208_002] それならいいんだけど……
[yos208_003] 私も、そろそろ寝ますね。茉子は？
[yos208_004] そう？それじゃあ……先に寝てるから
[yos209_001] 茉子は、その獣の言葉をどう思ってるの？
[yos209_002] でも……祓うと言っても、具体的にはどうやって？
[yos209_003] 憑代を清めることは、お父さんがすでにしてますよね？
[yos209_004] じゃあ、獣の願いを聞き入れて……お祓いをするっていうことでいいの？
[yos209_005] それだと、ますますよくないのでは？人に対する憎しみで、暴走しているんですよね？
[yos209_006] それだけは避けないと……
[yos209_007] でも、人に対する憎しみとなると……無作為に暴れてしまうのでは？
[yos209_008] 本当に祟り神が……現れたんですね
[yos209_009] わ、わかりました
[yos209_010] そんな危険なことに頼るのはダメよ
[yos209_011] きゃっ！？
[yos209_012] ムラサメ様……これは一体……
[yos209_013] それって……茉子が危ないのでは？
[yos209_014] 今、止まっているうちに、斬ってしまえば……
[yos209_015] つまり……その感情を否定することができればいいんですか？
[yos209_016] それは……
[yos209_017] 茉子っ！？
[yos209_018] 一体なにが！？
[yos209_019] え、ええ！？あ、はい、わかりました
[yos209_020] 憑代、持ってきましたが
[yos209_021] 光が……すごい……
[yos210_001] 鎮まりました……ね
[yos210_002] わかっています。お父さんに頼んで、今後も神社で大切に祀ってもらいます
[yos210_003] ムラサメ様の言う通り。そんなことは気にしないでいいから
[yos210_004] どっちにしても、被害を出すことなく事態は収まったんだから
[yos210_005] そうですね。ここは私とムラサメ様に任せておいて下さい
[yos210_006] 本当です。さっきの光の中、私とムラサメ様が、どれだけ必死に気配を押し殺していたと思うんですか
[yos210_007] 私は憑代を祀り、舞を奉納、そのあと戸締り確認をしてから戻りますから
[yos301_001] ……本当ですよ
[yos301_002] レアです
[yos301_003] そ、そんなこと……
[yos301_004] 今日は皆さんで集まって、昼食を摂る約束でしたよ
[yos301_005] そうね
[yos301_006] え？どうしてですか？
[yos301_007] そ、そんな気遣いは無用です
[yos301_008] 茉子、手加減はしてあげてね
[yos301_010] あの、有地さん……
[yos301_012] ただいま戻りました、あっ
[yos301_013] え？下男って誰がですか？
[yos301_014] あ、そ、そうね
[yos301_015] まずは役目を果たさないと
[yos301_016] また後で、お話しましょう
[yos301_018] ……
[yos301_019] ……ふぅ
[yos301_020] あ、はい
[yos301_021] え？どうしてですか？
[yos301_022] 舞がおかしかったですか？
[yos301_023] そうですか、今、私、そんな風ですか……
[yos301_024] まだまだ鍛練が足りませんね
[yos301_025] いえ、何がどうというわけではないのですが
[yos301_026] 奉納の時、少しだけ違和感があったのです
[yos301_027] あ、いえ、違和感と言っても、ほんのささいな感覚の違いです
[yos301_028] ただ、こういうことは初めてだったので……
[yos301_029] 憑代が祀られたことによる感覚の違いでしょう
[yos301_030] 気にしないでください
[yos301_031] では、私は着替えてきますので
[yos302_001] な、何をそんなに大事なことを、勝手に決めちゃってるんですか？！
[yos302_002] 二人とも、そこに座ってください
[yos302_003] 違います、正座です
[yos302_004] あ、おはようございます
[yos302_005] 労働？有地さん、今朝も稽古に行ったんですか？
[yos302_006] げ、下男？昨日の話は有地さんのことだったんですか？
[yos302_007] お父さん、有地さんは今まで文字通り命がけで、私や茉子を守ってくれました
[yos302_008] いえ、この穂織の地を守ってくれたと言っても過言ではありません
[yos302_009] そんな方を下男扱いは……
[yos302_010] だからといって、このまま有地さんを酷使するのはおかしいです
[yos302_011] そんなこと気にしないでください
[yos302_012] 客人として、滞在してくれればいいんです
[yos302_013] なるほど――また私と有地さんが婚約をすれば――
[yos302_014] ――って、えっ？！えええええっ？！
[yos302_015] お、お父さん、何でそうなるんですかぁっ
[yos302_016] す、好きでも、色々な好きがあるじゃないですかっ
[yos302_017] 有地さんとは、男女の仲というより仲間です
[yos302_018] あえて言うなら、戦友とでも申しましょうか
[yos302_019] はい。有地さんはまだ学生です
[yos302_020] 今後の人生のためにも、労働よりも勉学に比重を置いた生活を心がけてください
[yos302_021] もちろん賛成
[yos302_022] 今までお世話になった皆様のご苦労を労うためにも、是非
[yos302_023] そんなことはありません！
[yos302_024] そうですよ、ムラサメ様
[yos302_025] 有地さんの手から、食べ物が何もない空間に消えてるように見えますからね
[yos302_026] それなら、きっと大丈夫でしょう
[yos302_027] 有地さん……
[yos302_029] お父さん、帰ったらお話がありますからっ
[yos302_030] 私も手伝うから
[yos302_031] 皆さんの都合がついて、良かったです
[yos302_032] だいたい、ということはまだわからない方が？
[yos302_033] では、また後で
[yos303_001] 茉子、お皿はこれでどうでしょう
[yos303_002] 茉子、やっぱり私も――
[yos303_003] でも、茉子大変そうだし
[yos303_004] 包丁で下ごしらえくらいなら
[yos303_005] 私もダメ、お父さんもダメ……
[yos303_006] でも、お客様に手伝ってもらうのは何とも心苦しいし……
[yos303_007] 茉子、やっぱり少しでもいいから何か手伝わせて
[yos303_008] 大丈夫、私、結構体力あるもん
[yos303_009] いっしょに頑張ろうね、茉子
[yos303_010] 忙しいのは、今日に限りませんよ
[yos303_011] わ、私は元々明るくて朗らかですっ
[yos303_012] ええっ、そんな……
[yos303_013] 私、そんな危険な人斬りみたいな子じゃないですぅっ
[yos303_014] ううっ、皆、意地悪です、知らないっ
[yos303_015] 私も
[yos303_016] こんばんは、さあ、お好きな席に
[yos303_017] 普通な感じに気を遣ってくれるのが、いいですよね
[yos303_019] わ、私もです……
[yos303_020] ず、ずるくはありませんっ！
[yos303_021] こういうのは殿方がやるべきなんですよっ、だから有地さんお願いします
[yos303_022] 挨拶に巫女も何も関係ないです
[yos303_023] それは、もう忘れてくださいっっ！
[yos303_024] はい
[yos303_025] ですが、安心してください。もう祟り神の怒りは鎮められました
[yos303_026] あんな事件は二度と起こりません
[yos303_027] レナさんは、有地さん同様特別な体質なようです
[yos303_029] ですが、皆様をいたずらに戸惑わせないように、ごく一部の方を除いて、祟り神同様内緒にしていました
[yos303_030] すみません
[yos303_032] 有地さん、ふざけすぎですよ
[yos304_001] どうして、こちらに来てくれないんでしょう？
[yos304_002] 有地さん、お願いします
[yos304_003] ……茉子、最近ムラサメ様、少し元気がないように見えない？
[yos304_004] 憑代を祀ったお祝いをした次の日あたりから……
[yos304_005] いえ、ムラサメ様も、とても楽しんでいらしたのでそれはないと思います
[yos304_006] 私にも原因はわかりません
[yos304_007] ムラサメ様は、あまりご自身のことは語られないので
[yos304_008] 今はそれしかないですね……
[yos304_009] ……お父さん、遅いね
[yos304_010] 実質的……？
[yos304_011] 気になりますね……
[yos304_012] お父さん、顔色が良くないです
[yos304_013] 穂織の町の財政が苦しい……？
[yos304_014] 原因は何でしょう？特に何も環境に変化は……
[yos305_001] わ、私達にアイドルになれって……？！
[yos305_002] はい、有地さん、お薬とお水です
[yos305_004] 有地さん、もっとよく噛まないと消化によく――
[yos305_005] お父さん、すぐそういう方向に考えて。よくないですよ
[yos305_006] どうしたのかな？有地さん
[yos305_007] 二人で何かをしてるみたいね
[yos305_008] 何かあったの？
[yos305_009] 山で？もしかして欠片がまだ
[yos305_010] でも、気になる……
[yos305_011] 危ないことをしているようだったら、すぐに止めて
[yos305_012] 心配事でもあるんですか？
[yos305_013] それなら、私や茉子に相談してくれれば
[yos305_014] そうですか……
[yos305_015] 茉子
[yos305_016] このシチューとても美味しい、茉子
[yos305_017] お、お父さん、何、勝手なことを言ってるんですか？！
[yos305_018] 後で、二人だけでお話がありますからっ
[yos305_019] あと、有地さんもそんなに嫌がらなくても、いいじゃないですか
[yos305_020] つめませんっ！
[yos305_021] ずっと待ってたんですよ
[yos305_022] それって、ただのデートじゃ……
[yos305_023] もちろん私もです。何でも言ってください
[yos305_024] ありがとうございます、有地さん
[yos306_001] おはようございます、皆さん
[yos306_003] そんなことはありませんっ！
[yos306_005] 私からもお願いします
[yos306_006] 大変でしょうが、皆を引っ張るのはやはり殿方が良いですし
[yos306_007] 有地さんで決まりですよ
[yos306_008] このお礼はいつか、必ず
[yos306_009] あとは、鞍馬さん達ね
[yos306_010] いつまでもお父さん達に頼ってはいられませんからね
[yos306_011] いえ、有地さんですから、レナさん
[yos306_013] はい
[yos306_015] 放課後、皆で説得に行きましょう
[yos306_016] でも、まずは玄十郎さんに話すべきではないですか？
[yos306_017] 玄十郎さん、私からもお願いします
[yos306_018] ありがとうございます！
[yos306_019] では、始めましょう
[yos306_020] あ、もうこんな時間
[yos306_021] すみません、皆さん、私……
[yos306_022] 失礼します
[yos306_023] 天然記念物並みね
[yos306_024] あれではムラサメ様が、ちょっと不憫……
[yos306_025] 茉子、私達で何とかしてあげない？
[yos306_026] どうして、いけないの？
[yos306_027] 私と有地さんは、戦友だと言ったじゃない
[yos306_028] そうね
[yos307_001] おはようございます
[yos307_002] はい……
[yos307_003] はい、今朝起きた時から感じてました
[yos307_004] はっきりとわかるくらい、大きく結界の力が損なわれています
[yos307_005] はい、それなのにこんな事は、初めてです
[yos307_006] 実は私達も知らないんです
[yos307_007] はい、それで実物は私達も――たぶん、私達のご先祖様も見たことはないはずです
[yos307_008] 今まではそれで何も問題はなかったので
[yos307_009] はい
[yos307_011] はい、事実をお知らせするのが正しいと私も思います
[yos307_012] 有地さんは、御神刀が唯一認めた人ですからね
[yos307_013] では、行きましょう
[yos307_014] ここです
[yos307_015] どうぞ、お入りください
[yos307_017] 最初、お父さんと入った時はまるで、時が止まってるような錯覚を覚えました
[yos307_018] いえ、本当にあの場所だけ、時が止まっていたのかもしれません
[yos307_019] 私も賛成です
[yos307_020] ５００年も穂織の地を守っていただいたのですから、もう充分じゃないですか
[yos307_021] これからは自由に生きてください
[yos307_022] はい。もちろんお医者様に診てもらわないと断言はできませんが
[yos307_023] ムラサメ様、では一度戻ってみましょう
[yos307_024] 茉子は、みづはさんに今から連絡を入れてくれる？
[yos307_025] こほん、有地さん、ムラサメ様……
[yos307_026] 早くしましょう。チチクリ合いは後で、二人きりでお願いしますっ
[yos307_027] ムラサメ様！
[yos307_028] 早く診療所に！
[yos307_029] みづはさん、ムラサメ様の病気は何だったのですか？
[yos307_030] では、お薬をもらって、ムラサメ様はしばらくは安静にしていただきましょう
[yos307_031] つ、つきっきりって……
[yos307_033] ……違うんですか？有地さん
[yos307_034] ……お父さん、ちょっとお話があります
[yos307_035] いいですからっ
[yos308_001] その時を楽しみにしてください
[yos308_002] 大丈夫です。私達だけでやれるだけやってみますから
[yos308_003] そうね
[yos308_004] ふふっ、何だか微笑ましい
[yos308_005] はい、有地さんが思ってたより心配症というか
[yos308_006] どうしたの？茉子
[yos308_007] え？ま、まさか有地さんとムラサメ様が――
[yos308_008] く、口では言えないような淫らな行為をお風呂場で？！
[yos308_009] 茉子のやり方はちょっと過激かも……
[yos310_001] おはようございます
[yos310_002] 何を言ってるのですか、有地さん
[yos310_003] 私も手伝います
[yos310_004] そんなに力まなくても大丈夫ですよ
[yos310_005] ということは、まだどこか良くないのですか？
[yos310_007] そうね。ムラサメ様もよろしいですか？
[yos310_008] それに穂織であえて行う行事でもないですし……
[yos310_009] すみません
[yos310_010] 私も、茉子も舞の奉納や家事で、あまりご協力できなくて……
[yos310_011] あ、有地さん……
[yos310_012] もちろんです
[yos310_013] ですよね
[yos310_014] 私達がすぐ後ろにいるの、忘れてるんでしょうか……？
[yos310_015] そ、そうですよ。ここは美味しいお店ですから、大丈夫です
[yos310_016] 馬庭さん？！
[yos310_017] はぁ……
[yos310_018] 私が舞をもっとたくさんやるのは、どうでしょう？
[yos310_019] 舞を観に来てくださる外国の方は、多いですし
[yos310_021] そうですね
[yos310_022] すみません、軽率な意見でした
[yos310_023] 皆さん、お役に立てず、すみません
[yos310_024] 本当にすみません……
[yos310_025] はい、では……
[yos310_026] はい、でも、どれも決め手に欠けますよね……
[yos310_027] でも、どれも御神刀イベントほどの派手さはないですね
[yos310_028] お父さんと町長さんが？
[yos310_029] そうね。ありきたりのアイデアなら、もう私達が出しているもの
[yos310_031] 目玉である御神刀イベントがなくなってしまったからです
[yos310_032] ……なるほど
[yos310_033] 元々、御神刀の神力を維持することが目的のイベントを、本当に穂織の目玉イベントにしてしまおうということですね
[yos310_034] 確かに、人気のあったイベントの復活ですから
[yos310_035] 町おこしにはなりそうな気はします
[yos310_036] ですが……
[yos311_001] そうですか、ムラサメ様がお許しに……
[yos311_002] め、迷惑なんてとんでもないです
[yos311_003] 是非、朝武家にずっと居てください
[yos311_004] ですが、有地さん
[yos311_005] 御神刀の奉納の儀を行う必要があります
[yos311_006] ええ、最後はムラサメ様の宿っていない叢雨丸を、岩に深く突き刺さなくてはならない……
[yos311_007] それは手順とは関係なく、剣術としての技が必要になる
[yos311_008] 勝手にふさがった……？
[yos311_009] そうなのですか？
[yos311_010] 父を通じて、今頃、町長さんにもその案が伝わっていると思います
[yos311_011] まず反対はないだろうと、父は言っていました
[yos311_012] はい、それでは御神刀の奉納の儀式を行ったとはいえません
[yos311_013] あくまで、御神刀に認められた有地さんが、やらなければならないのです
[yos311_015] ……前途多難
[yos311_016] それで、町内会ではどんな結論になったのですか？
[yos311_017] はい。御神刀の奉納ですから、生半可なことではないでしょう
[yos311_018] 私達はイベント復活の広報の準備をします
[yos311_019] 鞍馬君、私も頼りにしてますから
[yos311_021] 有地さん？！
[yos311_022] 私、ここまで疲れている人を見たのは初めてです……
[yos311_024] お父さん、今のところ、奉納の儀はいつ行う予定なのですか？
[yos311_025] お父さん、予定を延期は出来ないんですか？
[yos311_026] 有地さん、無茶です！
[yos311_027] ……わかりました
[yos311_028] では、奉納の手順については、私の方で確認しておきます
[yos311_029] 有地さんは、剣の腕を磨くことだけに注力してください
[yos312_001] 行ってきます
[yos312_002] あ、有地さん、しっかり！
[yos312_003] おはようございます
[yos312_004] 有地さんは、今、極度の筋肉痛なんです
[yos312_005] はい、昨日から玄十郎さんの特訓が始まったのですが……
[yos312_006] そんな方が来てくれるか、ちょっと不安ですけど……
[yos312_008] あとは、元々穂織に興味を持っていたブロガーさんにリンクを張ってもらえるか頼んでみます
[yos312_009] 馬庭さんのお店で、何か作ってもらえるといいかもしれませんね
[yos312_010] 具体的なものは馬庭さんに考えていただければいいと思います
[yos312_011] よっぽど痛いんですね……
[yos312_012] だ、大丈夫ですか？
[yos312_013] 擦り傷が結構ありますね……
[yos312_014] 私、薬箱取ってきます
[yos312_015] 持ってきました――って、有地さん、ムラサメ様、何を……
[yos312_016] ふふ、お二人がいらして、本当にウチが賑やかになりましたね
[yos313_001] 有地さん……
[yos313_002] 無理をしないでください、有地さん
[yos313_003] いえ、元々下男ではないですからっ
[yos313_004] 客人ですっ！
[yos313_005] 落ち着かなくても、客人です！そこは譲れません！
[yos313_006] 私がお掃除しますから、有地さんは部屋に戻ってください
[yos313_007] いいえ、私が
[yos313_008] で、でも、それではケジメというものが
[yos313_009] お父さんが、緩すぎるんですっ
[yos313_010] 朝食の後で、お話がありますから、私の部屋に来てくださいっ
[yos313_011] いえ、私が――
[yos313_012] はい、お父さんと色々と残った文献を調べたのですが
[yos313_013] 御神刀の奉納も、舞の奉納と大きな違いはありませんでした
[yos313_014] 巫女である私が舞を終えた後、有地さんが御神刀を奉納――鞘岩に戻してくれれば良いのです
[yos313_015] 難しくはありません。東西南北の四方向に、御神刀を振ってください
[yos313_016] 四神に祈り、感謝の意を示す意味があります
[yos313_017] 細かい手順は、後で実際に境内でお教えします
[yos313_018] 心配しないでください
[yos313_019] 奉納の後で、皆で食べに行きましょう
[yos313_021] ほ、穂織の未来が……
[yos313_022] え、ええ……
[yos313_023] は、はい
[yos313_024] わかりました
[yos313_025] 境内に行きましょう、少しでも本番に近い形で教えます
[yos313_026] それが私の最善ですから
[yos313_028] ――今のが奉納の儀の手順です
[yos313_029] 何か質問はありますか？
[yos313_030] 一度、流れにそってやってみますか？
[yos313_031] もちろん、御神刀は使えませんから、木刀で代用ですが
[yos313_032] では、まずは私が舞いを
[yos313_034] お見事です、有地さん
[yos313_035] はい、私は剣は素人ですが、それでも有地さんの気迫は感じました
[yos313_036] そうですね、本番は真剣ですし
[yos313_038] わかりました
[yos313_039] 行ってらっしゃい、ムラサメ様、有地さん
[yos313_040] はい、お気をつけて
[yos313_047] お疲れ様でした
[yos313_048] 誰だよって……本気で言ってるんですか？
[yos313_049] わ、私のはコスプレではありませんっ！
[yos313_050] な、何ですってっ？！
[yos313_051] 今までまるで気づきませんでした……
[yos313_052] ……くっ、そんな……
[yos313_053] 何だか巫女を引退したくなりました……
[yos313_054] 普通の女の子に戻りたい……
[yos313_055] そうですね
[yos314_001] 鞍馬さんは、可愛らしいですからね
[yos314_002] それで、お客様は充分喜んでくれるでしょう
[yos314_004] はい、まるで迷いがないように見えます
[yos314_005] 私も、レナさんと同じです。安心しました
[yos314_006] 有地さんは、今日も今から稽古なのですか？
[yos314_007] 夜には、手順の最終確認をしましょう
[yos314_009] 有地さん、全然緊張していませんでしたね
[yos314_010] 実は少し意外でした
[yos314_011] 結構です
[yos314_012] 手順に間違いはありませんでした
[yos314_013] ふふ、でも、本当にそうなったらいいかもしれませんね
[yos314_014] 茉子もきっと賛成するでしょう
[yos314_015] 有地さんは現代のサムライですから
[yos314_016] はい
[yos314_017] は？いえ、私はそんな、恐れ多いこと――
[yos314_018] え？あっ、ちょっ、ちょっとムラサメ様、私はあの――
[yos314_019] いいですからっ、恥ずかしいですからっ！
[yos314_020] わ、私は、ちょっ、あ、有地さん、笑ってないで助けてください！
[yos314_021] 有地さん、ひどい私を見捨て――あっ、ムラサメ様、押さないでくだ――
[yos314_022] うわあーんっ！
[yos314_023] あ。れ。！
[yos315_001] すごい人ですね……
[yos315_002] こんなに沢山の方がいらしたのは、多分初めてではないでしょうか？
[yos315_003] 有地さん、もうすぐ時間ですけど
[yos315_004] ……まるで、緊張していませんね
[yos315_005] 初めて奉納の儀をするとは思えません
[yos315_006] 有地さん
[yos315_007] そろそろ時間です
[yos315_008] 有地さん、では参りましょう
[yos315_010] ――っ！
[yos315_011] 有地さん
[yos315_012] 素晴らしい奉納でした
[yos414_001] あ、有地さんですか
[yos414_002] それが……一瞬眠れたみたいなんですけど、すぐ目が覚めてしまって
[yos414_003] 申し訳ありません
[yos414_004] ええ。それより茉子、そんなに慌ててどうしたの？
[yos414_005] それってどういう……え？
[yos414_006] 信じられない！どうして、私じゃなくてレナさんが！？
[yos414_008] だからこそっ、余計に起こしてあげるべきです！　また私達の戦いに巻き込んでしまうかもしれないのに
[yos414_009] 茉子！？
[yos414_010] 待って下さい！まさか、ムラサメ様はレナさんを囮にするつもりなんですか！？
[yos414_011] それは……そうかもしれませんけど、レナさんは……本当に、呪いとは無関係で
[yos414_013] けどレナさんのことも必ず守りきって見せます！　いいですね？
[yos414_014] 予定通りなら、欠片を次々とみつけだせる……はずですよね？
[yos414_015] 私もです……でも
[yos414_016] いえ、もちろんそれもありますけど
[yos414_017] ますます、どうしてレナさんなのか、わからなくなってしまう気がしませんか？
[yos414_019] な、なんです、今のは？　物凄い耳鳴りがッ！
[yos414_020] ……あ、有地さん
[yos414_021] このままでは、囲まれてしまうんじゃ……
[yos414_022] はあッ！！有地さんっ、走ってください
[yos414_023] え？相変わらず、激しく反応してますけど
[yos414_024] ありえません！今までずっと、私だけを狙ってきたはずです
[yos414_025] いいですけど……わッ！
[yos414_026] は、反応がさらに強く……ええ！？
[yos414_027] 私が操られたのも、そのためでしたよね？
[yos414_029] 祟り神が、７分……山が３分？
[yos414_030] こ、こここ、こんなのどうやって！
[yos414_031] それじゃ、ただの破れかぶれじゃないですか
[yos414_032] ですが、それではあまりに、有地さんの、負担、が…………え？
[yos414_033] えぇぇぇぇぇぇぇぇ。。。。っ！！！？
[yos414_034] 姿は、犬に似ていますけど……
[yos414_035] だから待って下さいっ、ここはいったん引いて作戦を練り直すべきです！
[yos414_036] もう、すぐに無茶しようとするんですからっ
[yos414_037] わかってる！わかってるけどっ……もう！わかりましたよ
[yos414_038] その代わり、必ず無事に合流すると約束して下さい
[yos414_039] 有地さん！レナさん！？嘘ですよね、二人とも返事をして下さいっ
[yos415_001] レナさん、こちらこそ巻き込んでしまって、なんと言っていいか
[yos415_002] もともとレナさんは無関係だったというのに
[yos415_003] だから、せめてお見送りに出なければと追いかけてきたんです
[yos415_004] レナさん……
[yos415_005] まったくですっ、昨夜は有地さんの活躍でなんとかなったようなものですが
[yos415_006] あのときは、さすがに生きた心地がしませんでした
[yos415_007] それにしても、心配ですね
[yos415_008] なにを言っているんですか、有地さん？
[yos415_009] レナさんは目を覚ましてから私と茉子の看病もしてくれたんです、昨夜は眠ってないのかもしれないと思って
[yos415_010] はい、憑代を吸収した影響がどう現れるか、まだわからないというのに
[yos415_011] いっそ、レナさんにもウチで暮らしてもらえればいいんでしょうけど
[yos415_012] 確かに、それもありますね
[yos415_013] ……オクリオオカミ
[yos416_001] ええ、レナさんのことで、お話があるということだったので
[yos416_002] ひょっとして、なにか問題が起きたんですか？
[yos416_003] もちろん、それはかまいません、けど、じょ……常識ですか？だ、大丈夫かな
[yos416_004] え、ええ……わかってますよ、もちろん……もう知ってますけど、うう
[yos416_005] 私も勉強させてもらうつもりで頑張ります
[yos416_006] 茉子？これはテーマを選び間違えたんじゃない？
[yos416_007] ……っ？
[yos416_008] 相撲は、もともと神事の一種が変化したものですから……だとしたら、少しショックかもしれません
[yos416_010] もちろんちゃんと意味がある言葉です、ねえ茉子？
[yos416_011] 残った残ったは、まだ勝負はついてない、双方頑張れという意味ですね
[yos416_012] ……っ
[yos417_001] レナさん？……有地さんも、おはようございます
[yos417_002] 発揮揚揚ですね
[yos417_003] え……ええ、ふふふっ、これくらいは常識ですから
[yos417_004] はい、発揮揚揚というのはですね、相撲を取る前に……………………えっと、え？
[yos417_005] いいえ、ちゃ、ちゃんと知ってるんですよ？ただ、少しど忘れしたみたいで
[yos417_006] レナさんの発狂怒ったが頭をよぎった瞬間、他のことがなにも思い出せなくなって……なんだったかな？
[yos417_007] うううっ、ごめんなさぁい、調子に乗ってましたぁ……恥ずかしすぎて、穴があったら入りたいですっ
[yos417_008] ありがとうございます、レナさん……
[yos417_009] そう言えば、外国の言葉には敬語表現がないんでしたっけ？
[yos417_010] けど、おを付けると変になる言葉もありませんか？
[yos418_001] 夢のある話だけど、森を開くのはやはり無理ね
[yos418_002] 私は開通しなくてよかったと思う
[yos418_003] もちろん、有地さんに責任のないことだというのはわかっていますけど
[yos418_004] 毎晩というのは、いくらなんでもレナさんに迷惑ではないですか？
[yos418_005] 女の子には、その……男の子に見られたくない姿というのも、あるはずですから
[yos418_006] 有地さん！なにをじっくり観察しているんですか？
[yos418_007] ムラサメ様、それはいったい……
[yos418_009] いえ、それはそれで恨みを買いそうですから、やめておきます
[yos418_010] 私も、間の１３５回ほど欠席していたことになってしまいますが
[yos418_011] 今回で、なんとか汚名返上したいところですね
[yos418_012] それで？いったい、なんのことですか？
[yos418_013] ……っ
[yos418_014] …………恥ずかしながら、私もしてるかもしれません
[yos418_015] え！ど、どうして私に聞くんですか？
[yos418_016] そうですけど…………え。。っと、わかりました
[yos418_017] お辞儀は、礼儀だからです……たぶん
[yos418_018] え？えっと、それは……
[yos418_019] ……。っ
[yos418_020] え、ええ、日本の人は
[yos418_021] ええ……私もレナさんには、敵いそうにありませんから
[yos419_002] 口の中から、オーロラのように味が広がって……あれ？　どんどん、空が近づいてきて……？
[yos419_006] あ……あれ、オーロラは？　おかしいな、お祖父ちゃんとお祖母ちゃんは、いったいどこに？
[yos419_007] ……飴？あれは、飴だったんですか？
[yos419_008] 世界……？なるほど、キャッチフレーズに偽り無しかと、うっぷ
[yos419_009] ま……まさか、レナさんの国では、あれが普通だと？
[yos419_010] ぜ、絶対に嘘です！子供に食べさせたら、泣き出すに決まっています！
[yos419_012] そう言えば茉子も、有地さんの言うことを大袈裟だと決めつけてたわよね？
[yos419_013] 観念しなさい！たまには茉子も、恥ずかしい失敗をすればいいんだもんっ
[yos419_014] さっきはムラサメ様の勇気を褒めてたじゃない？さあ有地さんっ、今です！
[yos419_015] どうやら、これで茉子にも、私と有地さんの苦しみが伝わっ…………茉子？
[yos419_016] 大丈夫、茉子！？ごめんなさいっ、リアクション取れないほど、不味かったのね？
[yos419_017] 泣かないでっ、大丈夫！ちゃんと生きてるから、茉子はちゃんと生きてるからね？
[yos419_018] 的確に表現されると……私まで味を思い出して、ううっ
[yos419_019] ええ……向こうでいったいどんな食生活をされていたのか……
[yos419_020] せめて日本にいる間だけでも、美味しい物をたくさん食べさせてあげるべきなんでしょうか？
[yos419_021] そんなレベルじゃないんです！
[yos419_022] お父さん！ごめんなさい、朝食は……あっ
[yos419_023] いいから茉子は休んでて！……え、えっと
[yos419_024] わ……私も手伝います
[yos419_025] お、お父さん！？ダメっ、すぐに吐き出してッ！！
[yos419_027] も……もう笑い事ではありませんよ
[yos419_028] あれで……ちょっと？
[yos419_029] 本当に食べても平気だったんですか？
[yos419_030] あの、本当に考え直した方が
[yos419_031] けど、どうしてオーロラが見えるんでしょうか？
[yos419_033] そういうことだったんですね！　つまり、身体にいい食べ物だったんですよ
[yos419_034] …………え？
[yos419_036] ……住みたいかも、北欧
[yos419_037] え？えっと、ベリーが豊富だったのでは、ないんですか？
[yos419_038] やっぱり……レナさんには、もっと美味しいものを……
[yos419_039] …………。っ
[yos419_040] ……。。っ、……。っ
[yos419_041] ひょ、ひょっとして……わた、私を誘ってくださっているんですか？
[yos419_042] レナさんがそう言ってくださっているんですか！？
[yos419_043] ……。。。。っ
[yos419_044] 嬉しい、です……
[yos419_045] わ、私、生まれて初めてっ、おと、お友達から……お友達からっ、お泊まり会に誘われました！
[yos419_046] うん……うん、ありがとう、茉子
[yos419_047] 私、実はお友達からお泊まり会に誘ってもらうのが夢だったんです
[yos419_048] けど、この歳ではもう、永遠に叶わないだろうと諦めていたのに……
[yos419_049] だって、私にとっては…………ハッ！？
[yos419_050] あ、あの、私……本当に、すごく、すごく行きたいんですけど……
[yos419_051] ……………………はい
[yos419_052] 朝武の巫女姫としてのお務めまで、休むわけにはいきませんから
[yos419_053] お、お父さん、そういうわけにはいかないの！志那都荘に泊まったら、朝のお務めには間に合わなくなるし
[yos419_054] で、でも……
[yos419_055] そ……そっか、それはそれでよくないかもしれませんね？
[yos419_056] ……そうだ、なにか美味しい物を持っていきましょう！
[yos419_058] 馬庭さんから？　……だったら、私は遠慮した方が……で、でも
[yos419_059] 私もっ、なにかお礼の品をご用意したいんですが、なにを持っていけばいいでしょうか？
[yos419_060] み、みんなでお菓子を持ち寄って……。。。。っ、そうよね！
[yos419_061] それって、すっごくいいと思う！
[yos419_062] 早速、なにかないか探して……あっ、それとも買い物へ行った方が！
[yos419_064] なに言ってるの、茉子！それじゃ、失礼だって言ったのは茉子じゃない
[yos419_065] 最後まで参加してあげて？その代わり、私が帰った後はなにがあったか、たくさんお話聞かせてね
[yos420_001] あの、やっぱり私達はお邪魔だったのではないですか？
[yos420_002] へ？な、なんでしょう……ひゃっ！？
[yos420_003] ひゃ、ひゃいっ！きょ、今日はごひょうたいにあじゅかりまして……
[yos420_004] せっかくご挨拶の言葉を考えてきたのに、よ……予想以上の衝撃でッ
[yos420_005] これが世界？
[yos420_006] はぁ……はぁ……なんだか、ドキドキしてしまいました
[yos420_007] はいっ、本日はお世話になります
[yos420_009] 私もたくさんお菓子を買ってきましたけど
[yos420_010] これには到底敵いそうもありません
